country,category,url,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Bahrain,Asia & the Pacific,https://cdn.countryflags.com/thumbs/bahrain/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Bangladesh,Asia & the Pacific,https://cdn.countryflags.com/thumbs/bangladesh/flag-button-round-250.png,17272,18288,21336,13208,12192,12200,15200,16300,18300,19300,26400,21300,16300,15419,16367,17126,14744,13474,12592,12694,11640,10406,8844,6461,15491,14073,12227,11449,11477,11684,10800,10200,7570,6235,6000,6015,5985,6040,5000,5000,4000,3000,1695,1375,1170,760,755,537,472,528,484,320,260,266,307,317,287,244
Barbados,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/barbados/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Belarus,Europe,https://cdn.countryflags.com/thumbs/belarus/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2933800,3164900,3013300,1964500,2193700,2358900,1622800,1180900,1377600,1700400,1681000,1608706,2031666,1863810,1830647,1911267,2211890,2123424,1965780,1978794,1917390,1673272,1988102,1849035,1252668,1419829,944341
Belgium,Europe,https://cdn.countryflags.com/thumbs/belgium/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",333400,368700,342700,270857,304777,301647,367348,374454,328768,452528,373400,339658,359100,385614,399970,434140,345559,381128,320395
Belize,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/belize/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Benin,Africa,https://cdn.countryflags.com/thumbs/benin/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Bhutan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/bhutan/flag-button-round-250.png,2200,2400,2700,2700,2800,2800,3000,3200,3200,3300,3300,3500,3500,3900,3900,3300,3500,3600,3900,3800,4000,4300,4100,4205,4200,4000,4000,3000,3000,4000,4025,4031,4125,4149,4266,4456,5000,5000,5000,1700,1500,1739,1015,1424,4532,4515,5095,2089,2403,1445,3110,2356,1431,1311,1800,1702,2005,1994
Bolivia,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/bolivia/flag-button-round-250.png,59900,60500,63000,61600,60000,60000,56000,60100,61600,61500,65700,70100,72400,75121,79600,91770,59895,59145,52335,48555,56630,61300,29666,61410,75460,78070,78850,69010,57652,65064,50886,60700,64359,59308,58843,64189,57105,60069,65869,66550,68300,62204,69955,72636,73996,75226,72589,73228,47608,49314,50580,51877,45535,44798,51405,45996,45483,46620
Bosnia & H.,Europe,https://cdn.countryflags.com/thumbs/bosnia-and-herzegovina/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",58000,51000,44200,42000,47000,58032,63402,56295,53626,55535,61208,40070,62457,51879,62437,60748,77821,77222,50183,65667,65337,70844,48649,63194,77294,76324,79060
Botswana,Africa,https://cdn.countryflags.com/thumbs/botswana/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Brazil,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/brazil/flag-button-round-250.png,24310,27637,20484,28668,27451,34705,30682,28988,30620,26735,19647,15442,12855,12058,25463,61550,95266,143917,98125,74680,109877,98524,124931,77517,170618,185376,194514,125533,247502,157353,111650,125219,109952,90614,104634,209215,258847,300389,321789,282826,297824,244600,345320,397160,326251,202940,235577,236912,201249,278558,303872,265025,330682,251539,186285,379687,302731,330374
Brunei,Asia & the Pacific,https://cdn.countryflags.com/thumbs/brunei/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Bulgaria,Europe,https://cdn.countryflags.com/thumbs/bulgaria/flag-button-round-250.png,611517,599200,617680,763664,875936,1063936,985375,807446,905102,1167015,1253277,1426690,1367884,1635815,1699034,1781493,1481480,1488338,1536355,1375483,1405969,1435860,1047198,1279177,799628,1144212,1091450,1312655,1572058,1387396,1501617,1194726,932530,1143200,1172650,456669,809841,717105,653799,674461,930918,1211435,524990,1180836,657863,546292,419762,878001,858679,833271,707022,661932,728836,852231,697863,689850,595237,437507
Burkina Faso,Africa,https://cdn.countryflags.com/thumbs/burkina-faso/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Burundi,Africa,https://cdn.countryflags.com/thumbs/burundi/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Cambodia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/cambodia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Cameroon,Africa,https://cdn.countryflags.com/thumbs/cameroon/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Canada,North America,https://cdn.countryflags.com/thumbs/canada/flag-button-round-250.png,2452398,3611322,4816728,3667776,4752828,6558488,5505420,7098652,8083682,8889225,13098645,11284776,10223478,8790300,9510000,10512959,11801500,10398000,8478200,11394300,13724000,13965600,10209000,10296000,12387000,14568000,13957000,10216000,11784000,13441400,11617000,11031500,12972100,11692000,13032500,15562000,13533900,12708700,13196000,13228600,10845600,7467700,12164200,12556700,11677600,9573100,10909800,11785800,9528200,7627200,7891500,8012300,10281600,7116800,8256600,8839400,7891300,8379700
Cape Verde,Africa,https://cdn.countryflags.com/thumbs/cape-verde/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Central African Rep.,Africa,https://cdn.countryflags.com/thumbs/central-african-republic/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Chad,Africa,https://cdn.countryflags.com/thumbs/chad/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Chile,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/chile/flag-button-round-250.png,71880,73290,69730,80430,73996,88039,117540,157155,80100,97401,113648,138990,107449,149600,120560,88980,143080,125520,112080,104980,91370,117850,73240,73510,84960,68077,48331,81619,85087,91585,106959,109089,83970,100289,90630,64103,81131,115350,81473,59639,65454,77151,77010,56156,102417,136700,87895,95869,73424,97370,122682,75879,79611,82350,49574,108269,95482,170652
China,Asia & the Pacific,https://cdn.countryflags.com/thumbs/china/flag-button-round-250.png,3710304,5940264,4500397,4400740,4801051,2801037,3000820,2400843,2401229,2680851,2800724,2700554,2900672,3000489,3000450,3000664,3000700,3400700,3600132,2700111,3100044,3200060,3000226,3300000,2700000,2520000,2800000,3000000,3000000,3305843,4200000,4400000,4150000,4500000,4420000,4283000,4313000,3400000,3300000,2646000,2893000,3322000,3249500,3221800,3444100,3129600,2785100,2823200,2318300,1972200,1637100,1625800,1699000,1812000,1868000,1324598,1897318,1487906
Colombia,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/colombia/flag-button-round-250.png,99390,108000,117587,113649,90000,95000,95200,74800,81800,87100,107200,98000,81500,96900,121800,71400,81300,118900,136600,109460,56400,55600,27800,28200,60400,73200,91600,97200,84600,100400,102400,56039,72552,57702,44930,39647,19009,12126,12131,12291,5625,10719,6963,8370,9058,6591,7730,11042,17567,11747,5475,8288,12978,13868,8137,11545,10863,11001
Comoros,Africa,https://cdn.countryflags.com/thumbs/comoros/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Congo,Africa,https://cdn.countryflags.com/thumbs/congo-republic-of-the/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Costa Rica,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/costa-rica/flag-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Cote d'Ivoire,Africa,https://cdn.countryflags.com/thumbs/cote-d-ivoire/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Croatia,Europe,https://cdn.countryflags.com/thumbs/croatia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",106811,125671,107810,103281,88091,108496,143510,124890,179652,192067,206478,160203,237603,162530,215262,225265,279106,243609,172359,193961,235778,201339,175592,193451,263165,260426,227520
Cuba,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/cuba/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Cyprus,Asia & the Pacific,https://cdn.countryflags.com/thumbs/cyprus/flag-button-round-250.png,45720,91440,89408,66040,137160,50800,86360,50800,101600,55880,111760,81280,13000,111760,50800,55880,56896,68072,64008,81280,76200,81280,62000,83250,102800,61000,112000,145000,140000,98000,59500,171000,193000,154000,134000,128000,36000,54000,112700,37600,116500,128400,150000,100990,60286,58372,52007,3496,40092,46062,45716,67028,36006,2720,52175,2907,18754,18679
Czech Rep.,Europe,https://cdn.countryflags.com/thumbs/czech-republic/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2418517,2419297,2140487,2262377,2484548,2093101,2137376,1629372,1965611,1792557,2068693,2330582,2195376,1897703,1893408,2243865,2003032,1584456,1813679,1616467,1593760,1967049,1991415,1845254,1712279,1606034
DR Congo,Africa,https://cdn.countryflags.com/thumbs/congo-democratic-republic-of-the/flag-button-round-250.png,439,439,392,352,341,382,401,2020,2515,1975,2000,2000,1500,754,421,300,300,300,300,300,300,300,300,300,300,300,350,350,350,369,316,333,362,400,401,414,427,439,450,500,500,500,500,585,650,675,680,630,750,800,858,950,950,958,996,1023,1054,1085
Denmark,Europe,https://cdn.countryflags.com/thumbs/denmark/flag-button-round-250.png,2808149,3299515,3398857,3899590,4125804,4158559,4382339,5047017,5255194,4813107,5457801,5571195,5431928,5967212,5156086,4801007,6142458,6300842,6661614,6044126,6043748,6357063,4423400,6071697,5250946,5134266,4291901,5418649,4959197,4987406,5041193,2973674,3370000,3446065,3898400,3953000,3887000,3565308,3674621,3979794,3966181,4120861,3775593,3589100,3797200,3270300,3104200,3396000,3393800,2981300,3249800,4058700,3949900,3547600,3856000,3949600,3992300,3485656
Djibouti,Africa,https://cdn.countryflags.com/thumbs/djibouti/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Dominica,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/dominica/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Dominican Rep.,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/dominican-republic/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Ecuador,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/ecuador/flag-button-round-250.png,70352,106056,130020,80788,92983,76886,81421,76008,77659,79887,68691,73387,79383,56148,62801,62872,40776,21760,20718,24350,27090,35435,29659,24952,26723,43831,43480,50820,55937,42249,36248,44908,44309,32406,31683,32935,32362,35777,33629,25121,26361,21240,22763,22037,22914,23438,24762,17954,21423,18733,24704,10962,21154,14490,8927,25414,13513,13674
Egypt,Africa,https://cdn.countryflags.com/thumbs/egypt/flag-button-round-250.png,132910,146296,134362,142174,129606,102070,114000,126000,117000,84000,77000,109000,96746,88753,118169,123197,111905,133201,122386,106961,103320,120796,131679,144552,145000,167000,148000,120000,138000,142000,121000,234000,132867,129441,368297,119522,125575,148021,114359,99392,93905,100797,141447,163080,167020,152900,178344,149238,148415,117113,122294,108495,131890,102244,100670,99751,97666,113838
El Salvador,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/el-salvador/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Equatorial Guinea,Africa,https://cdn.countryflags.com/thumbs/equatorial-guinea/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Eritrea,Africa,https://cdn.countryflags.com/thumbs/eritrea/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",9730,30660,27940,12826,16085,56605,31835,25786,44934,9736,8576,16864,56025,52345,39489,6392,65084,67000,65000,70000,65000,65000,65000,65000,65000,68268
Estonia,Europe,https://cdn.countryflags.com/thumbs/estonia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",300800,476700,339488,279430,317090,311712,272800,186400,347482,270035,249400,253607,293477,366717,302699,362769,349100,376945,254822,295000,341300,441000,458100,556600,357387,425683,347497
Ethiopia,Africa,https://cdn.countryflags.com/thumbs/ethiopia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",787484,875417,985831,1124950,953017,982700,962214,803904,1016940,1183541,1087373,1375522,1398395,1409688,1270680,1352148,1750444,1703347,1585287,1781652,1908262,1953385,2046666,2024922,2039041,2101375
Fiji,Asia & the Pacific,https://cdn.countryflags.com/thumbs/fiji/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Finland,Europe,https://cdn.countryflags.com/thumbs/finland/flag-button-round-250.png,365161,270100,492300,369700,501602,596700,680800,717700,840000,933400,1054200,1140200,992400,962900,1241900,1553400,1447400,1565100,1649900,1533600,1080100,1598500,1764400,1715300,1853800,1713800,1089200,1611800,1629900,1720000,1778800,1330600,1678900,1858100,1763500,1859600,2003500,1316200,1567700,1984800,1786000,1738700,1697400,1724700,2102900,1972100,1984400,2128600,2171000,1340200,1514300,1581000,1904200,1854800,1569000,1580700,1460100,1336100
France,Europe,https://cdn.countryflags.com/thumbs/france/flag-button-round-250.png,5412790,6003010,7384040,6790980,7377700,7421160,9874340,9139410,9452070,8154000,8989000,10466000,10948470,10035000,9343510,8530000,10261390,11321000,11196000,11692000,10102000,10036000,8772690,11508882,11442120,10062990,10489020,9883200,9840353,9995700,10603446,10434732,8909135,7566309,7590270,9403955,10004032,10430957,9376404,9709332,9797468,10974840,9848186,11033331,10313589,10400576,9473584,12170629,12879004,10101597,8775155,11341189,10315285,11728556,13098234,10439229,12086796,11193034
Gabon,Africa,https://cdn.countryflags.com/thumbs/gabon/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Gambia,Africa,https://cdn.countryflags.com/thumbs/gambia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Georgia,Europe,https://cdn.countryflags.com/thumbs/georgia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",75100,39500,32000,33600,28100,45400,20185,50800,30110,98919,57529,48318,61351,65399,30600,40300,49300,19900,23300,30300,20700,35000,26700,40900,47200,43900,57700
Germany,Europe,https://cdn.countryflags.com/thumbs/germany/flag-button-round-250.png,3669020,4908212,4759281,5411377,5015922,5394619,6661234,7094694,7197820,6679942,8059814,8589445,9470073,10470170,10651467,9943301,11263901,12742537,11506946,12804914,12162538,13514568,12826105,14422165,14056190,13670473,12769531,13385605,14399172,13992013,14493757,12196452,11005635,10902517,11891143,12074051,13398820,12512262,13300984,12105820,13494587,10927970,10595573,12992870,11613800,11966600,10384218,11967114,12288100,10326918,8733800,10391300,10343600,11562800,11629900,10730500,10853400,9583600
Ghana,Africa,https://cdn.countryflags.com/thumbs/ghana/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Gibraltar,Europe,http://img.freeflagicons.com/thumb/round_icon/gibraltar/gibraltar_640.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Greece,Europe,https://cdn.countryflags.com/thumbs/greece/flag-button-round-250.png,221442,232447,207005,242000,337505,563438,773718,470899,447545,736910,781044,874000,850000,969000,915500,942800,662000,891000,861100,911000,742100,823000,624000,854000,583000,681000,544000,599000,614000,312000,472000,430000,413435,416130,411539,357330,349061,330646,287287,288349,276063,281958,225517,233882,227464,245471,274373,353497,341084,311067,319003,336461,381071,420880,512628,381650,376543,344610
Greenland,North America,https://image.flaticon.com/icons/svg/197/197453.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Grenada,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/grenada/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Guatemala,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/guatemala/flag-button-round-250.png,50,60,70,80,90,100,96,133,147,161,179,200,225,304,319,322,267,478,478,538,450,400,386,650,690,650,593,538,534,621,607,630,755,860,850,903,1124,1402,1633,1451,54,36,36,64,41,41,50,23,14,13,13,14,14,18,18,18,18,17
Guinea,Africa,https://cdn.countryflags.com/thumbs/guinea/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Guinea-Bissau,Africa,https://cdn.countryflags.com/thumbs/guinea-bissau/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Guyana,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/guyana/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Haiti,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/haiti/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Honduras,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/honduras/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Hong Kong,Asia & the Pacific,https://image.flaticon.com/icons/svg/197/197570.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Hungary,Europe,https://cdn.countryflags.com/thumbs/hungary/flag-button-round-250.png,984385,1150031,874977,822293,1015847,919127,939091,906141,909394,553115,784721,806661,874329,898605,701363,749361,708190,762692,710318,929269,903423,870722,1012915,1219892,1045781,857299,793707,1183428,1340026,1368632,1555261,1723036,1138101,1558295,1407640,921447,1330233,1304634,1041991,900510,1299140,1045872,810185,1413360,1190447,1075150,1017827,1467055,1063881,943817,988000,996110,1062000,1274710,1408563,1594233,1416376,1141007
Iceland,Europe,https://cdn.countryflags.com/thumbs/iceland/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5425,5416,5407,5398,5389,5380,5371,5362,5354,5345,5336,5327,5318,5309,5300,5291,5283,5274,5265,5256,5247,5418,5517,5275,4637,7389,7400,3900
India,Asia & the Pacific,https://cdn.countryflags.com/thumbs/india/flag-button-round-250.png,2819000,3150000,2420000,2038000,2521000,2382000,2348400,3503600,2423800,2716300,2784400,2577000,2379100,2371000,3134700,3191900,2343800,2311200,2142000,1623700,2293000,1992600,1866800,1834000,1555900,1962500,1669400,1576800,1721600,1485700,1632400,1698700,1512400,1312700,1283000,1510000,1462000,1679400,1537800,1447000,1430600,1424500,1407400,1297600,1207100,1220600,1330000,1200000,1689100,1354700,1662900,1620000,1750000,1830000,1613000,1440000,1750000,1780000
Indonesia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/indonesia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Iran,Asia & the Pacific,https://cdn.countryflags.com/thumbs/iran/flag-button-round-250.png,802000,765000,740000,718000,935000,1080000,1035000,1160000,1143000,1083000,901000,1009000,923000,863000,1438000,1487200,1230000,1217000,1353438,1352500,1967863,1903493,2033704,2293049,2296534,2504587,2726702,3412753,2847379,3548169,3101568,3064994,3058105,3044695,2952265,2736250,2498556,3300760,1998959,1686039,2423069,3084659,2908074,2940349,2856667,2956032,3103980,1547394,2368996,3294000,2533994,2768001,2812117,2955437,3201584,3724398,3100000,2800000
Iraq,Asia & the Pacific,https://cdn.countryflags.com/thumbs/iraq/flag-button-round-250.png,911194,1125257,790328,622927,806903,832090,855000,992000,963000,682000,432000,980000,462000,533000,437000,579300,457700,617200,571400,682400,924700,902000,835500,482000,1331400,1046000,742900,1436800,663400,1854300,768400,1509000,1562000,971000,892000,1300000,778000,859000,500000,400000,550000,1032470,861000,805000,754000,919000,748000,403999,501508,1137169,820152,831990,1003198,1277796,499222,499222,303114,571283
Ireland,Europe,https://cdn.countryflags.com/thumbs/ireland/flag-button-round-250.png,515400,603200,588900,550699,615730,638200,676700,752400,788000,782000,992000,981100,904600,1038000,1019000,922000,1445000,1396000,1558000,1701000,1670000,1676000,1503000,1770000,1494000,1428000,1599000,1475000,1325000,1223000,1148000,1168000,958000,910000,1084000,1225000,1087000,1073000,1278000,1309900,1277200,962800,1197700,1326600,1024400,1136900,1124500,1294100,1227300,1223100,1412000,1260700,1662800,1731200,1739200,1479900,1505600,1224900
