Entity,Code,Date,Value
Angola,AGO,"Mar 6, 2020",-2
Angola,AGO,"Mar 7, 2020",-1
Angola,AGO,"Mar 8, 2020",-1
Angola,AGO,"Mar 9, 2020",0
Angola,AGO,"Mar 10, 2020",-1
Angola,AGO,"Mar 11, 2020",-2
Angola,AGO,"Mar 12, 2020",-1
Angola,AGO,"Mar 13, 2020",-2
Angola,AGO,"Mar 14, 2020",-1
Angola,AGO,"Mar 15, 2020",1
Angola,AGO,"Mar 16, 2020",2
Angola,AGO,"Mar 17, 2020",-1
Angola,AGO,"Mar 18, 2020",0
Angola,AGO,"Mar 19, 2020",0
Angola,AGO,"Mar 20, 2020",0
Angola,AGO,"Mar 21, 2020",2
Angola,AGO,"Mar 22, 2020",5
Angola,AGO,"Mar 23, 2020",13
Angola,AGO,"Mar 24, 2020",26
Angola,AGO,"Mar 25, 2020",12
Angola,AGO,"Mar 26, 2020",15
Angola,AGO,"Mar 27, 2020",11
Angola,AGO,"Mar 28, 2020",26
Angola,AGO,"Mar 29, 2020",20
Angola,AGO,"Mar 30, 2020",22
Angola,AGO,"Mar 31, 2020",30
Angola,AGO,"Apr 1, 2020",29
Angola,AGO,"Apr 2, 2020",28
Angola,AGO,"Apr 3, 2020",28
Angola,AGO,"Apr 4, 2020",32
Angola,AGO,"Apr 5, 2020",24
Angola,AGO,"Apr 6, 2020",22
Angola,AGO,"Apr 7, 2020",28
Angola,AGO,"Apr 8, 2020",28
Angola,AGO,"Apr 9, 2020",28
Angola,AGO,"Apr 10, 2020",27
Angola,AGO,"Apr 11, 2020",36
Angola,AGO,"Apr 12, 2020",22
Angola,AGO,"Apr 13, 2020",21
Angola,AGO,"Apr 14, 2020",29
Angola,AGO,"Apr 15, 2020",27
Angola,AGO,"Apr 16, 2020",29
Angola,AGO,"Apr 17, 2020",25
Angola,AGO,"Apr 18, 2020",31
Angola,AGO,"Apr 19, 2020",23
Angola,AGO,"Apr 20, 2020",21
Angola,AGO,"Apr 21, 2020",28
Angola,AGO,"Apr 22, 2020",27
Angola,AGO,"Apr 23, 2020",28
Angola,AGO,"Apr 24, 2020",26
Angola,AGO,"Apr 25, 2020",29
Angola,AGO,"Apr 26, 2020",18
Angola,AGO,"Apr 27, 2020",19
Angola,AGO,"Apr 28, 2020",21
Angola,AGO,"Apr 29, 2020",17
Angola,AGO,"Apr 30, 2020",20
Angola,AGO,"May 1, 2020",18
Angola,AGO,"May 2, 2020",31
Angola,AGO,"May 3, 2020",16
Angola,AGO,"May 4, 2020",19
Angola,AGO,"May 5, 2020",22
Angola,AGO,"May 6, 2020",19
Angola,AGO,"May 7, 2020",22
Angola,AGO,"May 8, 2020",19
Angola,AGO,"May 9, 2020",24
Angola,AGO,"May 10, 2020",16
Angola,AGO,"May 11, 2020",19
Angola,AGO,"May 12, 2020",21
Angola,AGO,"May 13, 2020",20
Angola,AGO,"May 14, 2020",20
Angola,AGO,"May 15, 2020",18
Angola,AGO,"May 16, 2020",23
Angola,AGO,"May 17, 2020",17
Angola,AGO,"May 18, 2020",18
Angola,AGO,"May 19, 2020",21
Angola,AGO,"May 20, 2020",20
Angola,AGO,"May 21, 2020",21
Angola,AGO,"May 22, 2020",20
Angola,AGO,"May 23, 2020",22
Angola,AGO,"May 24, 2020",15
Angola,AGO,"May 25, 2020",17
Angola,AGO,"May 26, 2020",19
Antigua and Barbuda,ATG,"Feb 16, 2020",3
Antigua and Barbuda,ATG,"Feb 18, 2020",3
Antigua and Barbuda,ATG,"Feb 19, 2020",1
Antigua and Barbuda,ATG,"Feb 20, 2020",1
Antigua and Barbuda,ATG,"Feb 21, 2020",1
Antigua and Barbuda,ATG,"Feb 22, 2020",3
Antigua and Barbuda,ATG,"Feb 23, 2020",0
Antigua and Barbuda,ATG,"Feb 25, 2020",1
Antigua and Barbuda,ATG,"Feb 26, 2020",1
Antigua and Barbuda,ATG,"Feb 27, 2020",2
Antigua and Barbuda,ATG,"Feb 28, 2020",1
Antigua and Barbuda,ATG,"Feb 29, 2020",0
Antigua and Barbuda,ATG,"Mar 1, 2020",-1
Antigua and Barbuda,ATG,"Mar 3, 2020",0
Antigua and Barbuda,ATG,"Mar 4, 2020",1
Antigua and Barbuda,ATG,"Mar 5, 2020",0
Antigua and Barbuda,ATG,"Mar 6, 2020",2
Antigua and Barbuda,ATG,"Mar 7, 2020",0
Antigua and Barbuda,ATG,"Mar 8, 2020",0
Antigua and Barbuda,ATG,"Mar 10, 2020",1
Antigua and Barbuda,ATG,"Mar 11, 2020",1
Antigua and Barbuda,ATG,"Mar 12, 2020",0
Antigua and Barbuda,ATG,"Mar 13, 2020",1
Antigua and Barbuda,ATG,"Mar 14, 2020",0
Antigua and Barbuda,ATG,"Mar 15, 2020",4
Antigua and Barbuda,ATG,"Mar 17, 2020",9
Antigua and Barbuda,ATG,"Mar 18, 2020",11
Antigua and Barbuda,ATG,"Mar 19, 2020",10
Antigua and Barbuda,ATG,"Mar 20, 2020",12
Antigua and Barbuda,ATG,"Mar 21, 2020",13
Antigua and Barbuda,ATG,"Mar 24, 2020",14
Antigua and Barbuda,ATG,"Mar 25, 2020",17
Antigua and Barbuda,ATG,"Mar 26, 2020",14
Antigua and Barbuda,ATG,"Mar 27, 2020",17
Antigua and Barbuda,ATG,"Mar 28, 2020",17
Antigua and Barbuda,ATG,"Mar 31, 2020",23
Antigua and Barbuda,ATG,"Apr 1, 2020",22
Antigua and Barbuda,ATG,"Apr 2, 2020",16
Antigua and Barbuda,ATG,"Apr 28, 2020",31
Antigua and Barbuda,ATG,"Apr 29, 2020",27
Antigua and Barbuda,ATG,"Apr 30, 2020",29
Antigua and Barbuda,ATG,"May 1, 2020",29
Antigua and Barbuda,ATG,"May 2, 2020",29
Antigua and Barbuda,ATG,"May 6, 2020",28
Antigua and Barbuda,ATG,"May 7, 2020",29
Antigua and Barbuda,ATG,"May 8, 2020",31
Antigua and Barbuda,ATG,"May 9, 2020",28
Antigua and Barbuda,ATG,"May 12, 2020",27
Antigua and Barbuda,ATG,"May 13, 2020",26
Antigua and Barbuda,ATG,"May 14, 2020",26
Antigua and Barbuda,ATG,"May 15, 2020",25
Antigua and Barbuda,ATG,"May 16, 2020",26
Antigua and Barbuda,ATG,"May 19, 2020",23
Antigua and Barbuda,ATG,"May 20, 2020",27
Antigua and Barbuda,ATG,"May 21, 2020",24
Antigua and Barbuda,ATG,"May 22, 2020",26
Antigua and Barbuda,ATG,"May 23, 2020",22
Antigua and Barbuda,ATG,"May 26, 2020",22
Argentina,ARG,"Feb 16, 2020",0
Argentina,ARG,"Feb 17, 2020",2
Argentina,ARG,"Feb 18, 2020",1
Argentina,ARG,"Feb 19, 2020",-1
Argentina,ARG,"Feb 20, 2020",-2
Argentina,ARG,"Feb 21, 2020",-1
Argentina,ARG,"Feb 22, 2020",-1
Argentina,ARG,"Feb 23, 2020",0
Argentina,ARG,"Feb 24, 2020",0
Argentina,ARG,"Feb 25, 2020",6
Argentina,ARG,"Feb 26, 2020",7
Argentina,ARG,"Feb 27, 2020",-2
Argentina,ARG,"Feb 28, 2020",0
Argentina,ARG,"Feb 29, 2020",-1
Argentina,ARG,"Mar 1, 2020",1
Argentina,ARG,"Mar 2, 2020",2
Argentina,ARG,"Mar 3, 2020",-1
Argentina,ARG,"Mar 4, 2020",-1
Argentina,ARG,"Mar 5, 2020",-2
Argentina,ARG,"Mar 6, 2020",-1
Argentina,ARG,"Mar 7, 2020",-2
Argentina,ARG,"Mar 8, 2020",1
Argentina,ARG,"Mar 9, 2020",2
Argentina,ARG,"Mar 10, 2020",-1
Argentina,ARG,"Mar 11, 2020",-2
Argentina,ARG,"Mar 12, 2020",0
Argentina,ARG,"Mar 13, 2020",-1
Argentina,ARG,"Mar 14, 2020",-1
Argentina,ARG,"Mar 15, 2020",7
Argentina,ARG,"Mar 16, 2020",9
Argentina,ARG,"Mar 17, 2020",6
Argentina,ARG,"Mar 18, 2020",11
Argentina,ARG,"Mar 19, 2020",12
Argentina,ARG,"Mar 20, 2020",13
Argentina,ARG,"Mar 21, 2020",29
Argentina,ARG,"Mar 22, 2020",28
Argentina,ARG,"Mar 23, 2020",27
Argentina,ARG,"Mar 24, 2020",32
Argentina,ARG,"Mar 25, 2020",31
Argentina,ARG,"Mar 26, 2020",28
Argentina,ARG,"Mar 27, 2020",30
Argentina,ARG,"Mar 28, 2020",32
Argentina,ARG,"Mar 29, 2020",29
Argentina,ARG,"Mar 30, 2020",27
Argentina,ARG,"Mar 31, 2020",28
Argentina,ARG,"Apr 1, 2020",30
Argentina,ARG,"Apr 2, 2020",27
Argentina,ARG,"Apr 3, 2020",29
Argentina,ARG,"Apr 4, 2020",31
Argentina,ARG,"Apr 5, 2020",27
Argentina,ARG,"Apr 6, 2020",26
Argentina,ARG,"Apr 7, 2020",26
Argentina,ARG,"Apr 8, 2020",25
Argentina,ARG,"Apr 9, 2020",24
Argentina,ARG,"Apr 10, 2020",27
Argentina,ARG,"Apr 11, 2020",35
Argentina,ARG,"Apr 12, 2020",27
Argentina,ARG,"Apr 13, 2020",25
Argentina,ARG,"Apr 14, 2020",25
Argentina,ARG,"Apr 15, 2020",24
Argentina,ARG,"Apr 16, 2020",24
Argentina,ARG,"Apr 17, 2020",26
Argentina,ARG,"Apr 18, 2020",28
Argentina,ARG,"Apr 19, 2020",26
Argentina,ARG,"Apr 20, 2020",25
Argentina,ARG,"Apr 21, 2020",24
Argentina,ARG,"Apr 22, 2020",23
Argentina,ARG,"Apr 23, 2020",23
Argentina,ARG,"Apr 24, 2020",24
Argentina,ARG,"Apr 25, 2020",27
Argentina,ARG,"Apr 26, 2020",26
Argentina,ARG,"Apr 27, 2020",25
Argentina,ARG,"Apr 28, 2020",24
Argentina,ARG,"Apr 29, 2020",20
Argentina,ARG,"Apr 30, 2020",21
Argentina,ARG,"May 1, 2020",22
Argentina,ARG,"May 2, 2020",33
Argentina,ARG,"May 3, 2020",24
Argentina,ARG,"May 4, 2020",24
Argentina,ARG,"May 5, 2020",21
Argentina,ARG,"May 6, 2020",21
Argentina,ARG,"May 7, 2020",20
Argentina,ARG,"May 8, 2020",21
Argentina,ARG,"May 9, 2020",23
Argentina,ARG,"May 10, 2020",21
Argentina,ARG,"May 11, 2020",21
Argentina,ARG,"May 12, 2020",19
Argentina,ARG,"May 13, 2020",19
Argentina,ARG,"May 14, 2020",19
Argentina,ARG,"May 15, 2020",18
Argentina,ARG,"May 16, 2020",22
Argentina,ARG,"May 17, 2020",20
Argentina,ARG,"May 18, 2020",20
Argentina,ARG,"May 19, 2020",18
Argentina,ARG,"May 20, 2020",18
Argentina,ARG,"May 21, 2020",18
Argentina,ARG,"May 22, 2020",21
Argentina,ARG,"May 23, 2020",22
Argentina,ARG,"May 24, 2020",20
Argentina,ARG,"May 25, 2020",20
Argentina,ARG,"May 26, 2020",25
Aruba,ABW,"Feb 16, 2020",-2
Aruba,ABW,"Feb 17, 2020",0
Aruba,ABW,"Feb 18, 2020",6
Aruba,ABW,"Feb 19, 2020",4
Aruba,ABW,"Feb 20, 2020",4
Aruba,ABW,"Feb 21, 2020",1
Aruba,ABW,"Feb 22, 2020",1
Aruba,ABW,"Feb 23, 2020",0
Aruba,ABW,"Feb 24, 2020",-5
Aruba,ABW,"Feb 25, 2020",18
Aruba,ABW,"Feb 26, 2020",0
Aruba,ABW,"Feb 27, 2020",1
Aruba,ABW,"Feb 28, 2020",0
Aruba,ABW,"Feb 29, 2020",-3
Aruba,ABW,"Mar 1, 2020",0
Aruba,ABW,"Mar 2, 2020",0
Aruba,ABW,"Mar 3, 2020",1
Aruba,ABW,"Mar 4, 2020",0
Aruba,ABW,"Mar 5, 2020",1
Aruba,ABW,"Mar 6, 2020",0
Aruba,ABW,"Mar 7, 2020",-2
Aruba,ABW,"Mar 8, 2020",1
Aruba,ABW,"Mar 9, 2020",1
Aruba,ABW,"Mar 10, 2020",1
Aruba,ABW,"Mar 11, 2020",1
Aruba,ABW,"Mar 12, 2020",2
Aruba,ABW,"Mar 13, 2020",2
Aruba,ABW,"Mar 14, 2020",1
Aruba,ABW,"Mar 15, 2020",7
Aruba,ABW,"Mar 16, 2020",6
Aruba,ABW,"Mar 17, 2020",12
Aruba,ABW,"Mar 18, 2020",15
Aruba,ABW,"Mar 19, 2020",32
Aruba,ABW,"Mar 20, 2020",21
Aruba,ABW,"Mar 21, 2020",22
Aruba,ABW,"Mar 22, 2020",21
Aruba,ABW,"Mar 24, 2020",24
Aruba,ABW,"Mar 25, 2020",26
Aruba,ABW,"Mar 26, 2020",27
Aruba,ABW,"Mar 27, 2020",27
Aruba,ABW,"Mar 28, 2020",25
Aruba,ABW,"Mar 29, 2020",20
Aruba,ABW,"Mar 31, 2020",35
Aruba,ABW,"Apr 1, 2020",34
Aruba,ABW,"Apr 2, 2020",34
Aruba,ABW,"Apr 3, 2020",35
Aruba,ABW,"Apr 4, 2020",34
Aruba,ABW,"Apr 7, 2020",32
Aruba,ABW,"Apr 8, 2020",31
Aruba,ABW,"Apr 9, 2020",31
Aruba,ABW,"Apr 10, 2020",30
Aruba,ABW,"Apr 15, 2020",29
Aruba,ABW,"Apr 16, 2020",32
Aruba,ABW,"Apr 17, 2020",32
Aruba,ABW,"Apr 18, 2020",32
Aruba,ABW,"Apr 21, 2020",30
Aruba,ABW,"Apr 22, 2020",30
Aruba,ABW,"Apr 23, 2020",30
Aruba,ABW,"Apr 24, 2020",30
Aruba,ABW,"Apr 25, 2020",29
Aruba,ABW,"Apr 26, 2020",23
Aruba,ABW,"Apr 29, 2020",21
Aruba,ABW,"Apr 30, 2020",27
Aruba,ABW,"May 1, 2020",25
Aruba,ABW,"May 3, 2020",21
Aruba,ABW,"May 5, 2020",24
Aruba,ABW,"May 6, 2020",24
Aruba,ABW,"May 7, 2020",24
Aruba,ABW,"May 8, 2020",25
Aruba,ABW,"May 9, 2020",23
Aruba,ABW,"May 10, 2020",19
Aruba,ABW,"May 12, 2020",23
Aruba,ABW,"May 13, 2020",23
Aruba,ABW,"May 14, 2020",24
Aruba,ABW,"May 15, 2020",22
Aruba,ABW,"May 16, 2020",23
Aruba,ABW,"May 17, 2020",19
Aruba,ABW,"May 19, 2020",20
Aruba,ABW,"May 20, 2020",20
Aruba,ABW,"May 21, 2020",19
Aruba,ABW,"May 22, 2020",31
Aruba,ABW,"May 23, 2020",21
Aruba,ABW,"May 24, 2020",15
Aruba,ABW,"May 26, 2020",17
Australia,AUS,"Feb 16, 2020",0
Australia,AUS,"Feb 17, 2020",0
Australia,AUS,"Feb 18, 2020",-2
Australia,AUS,"Feb 19, 2020",-1
Australia,AUS,"Feb 20, 2020",-1
Australia,AUS,"Feb 21, 2020",-2
Australia,AUS,"Feb 22, 2020",-3
Australia,AUS,"Feb 23, 2020",-1
Australia,AUS,"Feb 24, 2020",0
Australia,AUS,"Feb 25, 2020",-1
Australia,AUS,"Feb 26, 2020",-1
Australia,AUS,"Feb 27, 2020",-1
Australia,AUS,"Feb 28, 2020",-1
Australia,AUS,"Feb 29, 2020",-3
Australia,AUS,"Mar 1, 2020",-1
Australia,AUS,"Mar 2, 2020",0
Australia,AUS,"Mar 3, 2020",0
Australia,AUS,"Mar 4, 2020",-1
Australia,AUS,"Mar 5, 2020",-1
Australia,AUS,"Mar 6, 2020",0
Australia,AUS,"Mar 7, 2020",-2
Australia,AUS,"Mar 8, 2020",0
Australia,AUS,"Mar 9, 2020",0
Australia,AUS,"Mar 10, 2020",4
Australia,AUS,"Mar 11, 2020",-1
Australia,AUS,"Mar 12, 2020",-1
Australia,AUS,"Mar 13, 2020",-1
Australia,AUS,"Mar 14, 2020",-1
Australia,AUS,"Mar 15, 2020",2
Australia,AUS,"Mar 16, 2020",2
Australia,AUS,"Mar 17, 2020",1
Australia,AUS,"Mar 18, 2020",3
Australia,AUS,"Mar 19, 2020",5
Australia,AUS,"Mar 20, 2020",5
Australia,AUS,"Mar 21, 2020",6
Australia,AUS,"Mar 22, 2020",7
Australia,AUS,"Mar 23, 2020",6
Australia,AUS,"Mar 24, 2020",8
Australia,AUS,"Mar 25, 2020",12
Australia,AUS,"Mar 26, 2020",14
Australia,AUS,"Mar 27, 2020",16
Australia,AUS,"Mar 28, 2020",17
Australia,AUS,"Mar 29, 2020",15
Australia,AUS,"Mar 30, 2020",13
Australia,AUS,"Mar 31, 2020",16
Australia,AUS,"Apr 1, 2020",18
Australia,AUS,"Apr 2, 2020",19
Australia,AUS,"Apr 3, 2020",20
Australia,AUS,"Apr 4, 2020",20
Australia,AUS,"Apr 5, 2020",17
Australia,AUS,"Apr 6, 2020",14
Australia,AUS,"Apr 7, 2020",17
Australia,AUS,"Apr 8, 2020",19
Australia,AUS,"Apr 9, 2020",19
Australia,AUS,"Apr 10, 2020",18
Australia,AUS,"Apr 11, 2020",33
Australia,AUS,"Apr 12, 2020",18
Australia,AUS,"Apr 13, 2020",15
Australia,AUS,"Apr 14, 2020",27
Australia,AUS,"Apr 15, 2020",19
Australia,AUS,"Apr 16, 2020",20
Australia,AUS,"Apr 17, 2020",20
Australia,AUS,"Apr 18, 2020",20
Australia,AUS,"Apr 19, 2020",16
Australia,AUS,"Apr 20, 2020",14
Australia,AUS,"Apr 21, 2020",17
Australia,AUS,"Apr 22, 2020",18
Australia,AUS,"Apr 23, 2020",18
Australia,AUS,"Apr 24, 2020",19
Australia,AUS,"Apr 25, 2020",18
Australia,AUS,"Apr 26, 2020",17
Australia,AUS,"Apr 27, 2020",13
Australia,AUS,"Apr 28, 2020",17
Australia,AUS,"Apr 29, 2020",16
Australia,AUS,"Apr 30, 2020",11
Australia,AUS,"May 1, 2020",18
Australia,AUS,"May 2, 2020",18
Australia,AUS,"May 3, 2020",13
Australia,AUS,"May 4, 2020",11
Australia,AUS,"May 5, 2020",17
Australia,AUS,"May 6, 2020",16
Australia,AUS,"May 7, 2020",16
Australia,AUS,"May 8, 2020",16
Australia,AUS,"May 9, 2020",16
Australia,AUS,"May 10, 2020",12
Australia,AUS,"May 11, 2020",9
Australia,AUS,"May 12, 2020",14
Australia,AUS,"May 13, 2020",15
Australia,AUS,"May 14, 2020",15
Australia,AUS,"May 15, 2020",15
Australia,AUS,"May 16, 2020",15
Australia,AUS,"May 17, 2020",9
Australia,AUS,"May 18, 2020",8
Australia,AUS,"May 19, 2020",13
Australia,AUS,"May 20, 2020",14
Australia,AUS,"May 21, 2020",15
Australia,AUS,"May 22, 2020",15
Australia,AUS,"May 23, 2020",14
Australia,AUS,"May 24, 2020",10
Australia,AUS,"May 25, 2020",9
Australia,AUS,"May 26, 2020",12
Austria,AUT,"Feb 16, 2020",-2
Austria,AUT,"Feb 17, 2020",-2
Austria,AUT,"Feb 18, 2020",0
Austria,AUT,"Feb 19, 2020",0
Austria,AUT,"Feb 20, 2020",1
Austria,AUT,"Feb 21, 2020",0
Austria,AUT,"Feb 22, 2020",1
Austria,AUT,"Feb 23, 2020",-2
Austria,AUT,"Feb 24, 2020",0
Austria,AUT,"Feb 25, 2020",-1
Austria,AUT,"Feb 26, 2020",0
Austria,AUT,"Feb 27, 2020",1
Austria,AUT,"Feb 28, 2020",1
Austria,AUT,"Feb 29, 2020",1
Austria,AUT,"Mar 1, 2020",0
Austria,AUT,"Mar 2, 2020",0
Austria,AUT,"Mar 3, 2020",-1
Austria,AUT,"Mar 4, 2020",1
Austria,AUT,"Mar 5, 2020",0
Austria,AUT,"Mar 6, 2020",0
Austria,AUT,"Mar 7, 2020",0
Austria,AUT,"Mar 8, 2020",0
Austria,AUT,"Mar 9, 2020",-2
Austria,AUT,"Mar 10, 2020",0
Austria,AUT,"Mar 11, 2020",0
Austria,AUT,"Mar 12, 2020",1
Austria,AUT,"Mar 13, 2020",2
Austria,AUT,"Mar 14, 2020",5
Austria,AUT,"Mar 15, 2020",8
Austria,AUT,"Mar 16, 2020",8
Austria,AUT,"Mar 17, 2020",19
Austria,AUT,"Mar 18, 2020",24
Austria,AUT,"Mar 19, 2020",24
Austria,AUT,"Mar 20, 2020",25
Austria,AUT,"Mar 21, 2020",26
Austria,AUT,"Mar 22, 2020",20
Austria,AUT,"Mar 23, 2020",15
Austria,AUT,"Mar 24, 2020",25
Austria,AUT,"Mar 25, 2020",26
Austria,AUT,"Mar 26, 2020",27
Austria,AUT,"Mar 27, 2020",27
Austria,AUT,"Mar 28, 2020",27
Austria,AUT,"Mar 29, 2020",17
Austria,AUT,"Mar 30, 2020",14
Austria,AUT,"Mar 31, 2020",25
Austria,AUT,"Apr 1, 2020",25
Austria,AUT,"Apr 2, 2020",24
Austria,AUT,"Apr 3, 2020",25
Austria,AUT,"Apr 4, 2020",26
Austria,AUT,"Apr 5, 2020",17
Austria,AUT,"Apr 6, 2020",12
Austria,AUT,"Apr 7, 2020",22
Austria,AUT,"Apr 8, 2020",22
Austria,AUT,"Apr 9, 2020",22
Austria,AUT,"Apr 10, 2020",22
Austria,AUT,"Apr 11, 2020",24
Austria,AUT,"Apr 12, 2020",15
Austria,AUT,"Apr 13, 2020",11
Austria,AUT,"Apr 14, 2020",31
Austria,AUT,"Apr 15, 2020",21
Austria,AUT,"Apr 16, 2020",20
Austria,AUT,"Apr 17, 2020",20
Austria,AUT,"Apr 18, 2020",20
Austria,AUT,"Apr 19, 2020",13
Austria,AUT,"Apr 20, 2020",12
Austria,AUT,"Apr 21, 2020",18
Austria,AUT,"Apr 22, 2020",18
Austria,AUT,"Apr 23, 2020",18
Austria,AUT,"Apr 24, 2020",18
Austria,AUT,"Apr 25, 2020",19
Austria,AUT,"Apr 26, 2020",12
Austria,AUT,"Apr 27, 2020",8
Austria,AUT,"Apr 28, 2020",16
Austria,AUT,"Apr 29, 2020",15
Austria,AUT,"Apr 30, 2020",18
Austria,AUT,"May 1, 2020",14
Austria,AUT,"May 2, 2020",26
Austria,AUT,"May 3, 2020",8
Austria,AUT,"May 4, 2020",7
Austria,AUT,"May 5, 2020",12
Austria,AUT,"May 6, 2020",14
Austria,AUT,"May 7, 2020",12
Austria,AUT,"May 8, 2020",12
Austria,AUT,"May 9, 2020",12
Austria,AUT,"May 10, 2020",5
Austria,AUT,"May 11, 2020",3
Austria,AUT,"May 12, 2020",12
Austria,AUT,"May 13, 2020",13
