country,category,url,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Brazil,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/brazil/flag-button-round-250.png,5392477,5556834,5740065,6344931,7579649,5801814,6791990,6652388,6394285,7553083,6593179,6760641,7160127,6764038,7781538,9757079,8993696,7296142,7595214,9775720,8228326,9734553,7741753,9027367,9024555,10404680,10425100,11806450,11029800,7420931,9488007,10006292,10107310,10540789,11226064,8652328,8351665,7716090,11709694,11134588,10184185,10445986,10334603,13277008,13192863,11526685,11060741,12061465,12651144,11235986,13476994,11549881,11782549,12175602,12301201,10622189,12464766,11749192
Brunei,Asia & the Pacific,https://cdn.countryflags.com/thumbs/brunei/flag-button-round-250.png,4908,5245,3868,3441,2946,3408,5523,5522,6782,6781,4381,4000,6116,9766,9882,7230,4259,3836,4615,2747,2494,2366,2676,3270,1082,1540,1080,1930,1560,930,880,740,790,785,508,446,446,446,200,299,350,372,547,620,851,886,983,911,891,1072,1480,1756,1237,1382,1983,1579,1527,1569
Bulgaria,Europe,https://cdn.countryflags.com/thumbs/bulgaria/flag-button-round-250.png,36490,39037,42316,31460,33490,48358,57120,38929,58157,66171,66988,60294,61896,57969,67700,41213,67735,61115,73385,67382,73514,74890,74309,61113,54570,62407,52993,45558,42723,25188,20833,14499,10842,3076,4984,8832,11333,10277,7000,16784,18706,17955,23659,28116,20163,20008,30576,38645,43441,57432,59619,54896,56121,54155,67684,64773,58523,63415
Burkina Faso,Africa,https://cdn.countryflags.com/thumbs/burkina-faso/flag-button-round-250.png,30171,45220,25000,34000,24700,30000,43540,40905,39068,36285,36879,33604,31100,35200,39900,45449,37610,39721,46922,40212,45238,42800,40000,40993,50334,37949,21790,39080,41841,47800,38600,46700,53809,61009,84025,111807,89516,88998,94209,103087,109868,89104,95494,74501,93516,113700,68916,195102,213584,270658,240866,319390,305382,347501,325138,384690,325566,160949
Burundi,Africa,https://cdn.countryflags.com/thumbs/burundi/flag-button-round-250.png,3000,2750,2680,2880,2178,1967,1400,4600,3446,5047,4277,4785,4800,6186,6738,6700,7500,6300,9000,10000,10000,9000,9000,18000,20000,21000,28000,35000,40000,40000,40200,40400,40200,38228,26819,41810,65102,41000,58630,51678,60920,62648,61256,64532,67947,68311,70911,70846,78432,83019,91415,64620,41454,67377,38674,146633,55952,55671
Cambodia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/cambodia/flag-button-round-250.png,2383000,2039000,2622000,2760000,2500000,2376000,2457000,3251000,2503000,3814000,2732000,1927000,1050000,635000,1080000,1100000,1000000,1000000,538000,1717000,1490000,1949000,2039000,1260000,1812000,2093000,1815000,2500000,2672000,2500000,2400000,2221000,2383350,2223500,3447800,3404000,3414917,3509871,4040900,4026092,4099016,3822509,4710957,4170284,5986200,6264123,6727000,7175473,7585870,8245320,8779000,9290940,9390000,9324000,9335000,9952000,10350000,10647212
Cameroon,Africa,https://cdn.countryflags.com/thumbs/cameroon/flag-button-round-250.png,3583,9048,10750,14099,13250,15794,22191,15847,12129,13727,13840,8845,11867,24079,29906,48060,42805,76466,49000,45576,50608,77180,88955,61000,107399,90000,65100,54325,61665,55199,36400,52500,29000,36200,35300,36100,37000,53200,67470,61271,62011,44548,47175,49958,58369,64525,68267,72009,134659,153078,174089,181818,194094,153246,278281,359320,360000,332534
Canada,North America,https://cdn.countryflags.com/thumbs/canada/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Cape Verde,Africa,https://cdn.countryflags.com/thumbs/cape-verde/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Central African Rep.,Africa,https://cdn.countryflags.com/thumbs/central-african-republic/flag-button-round-250.png,3000,3300,4300,6000,6500,6500,7600,9800,12320,7000,7080,6500,6050,12608,11672,12000,18000,12565,12442,13005,15000,15000,12000,17000,12730,8982,11421,14103,14746,7821,7664,8000,7800,8034,10000,15000,17000,18500,21000,23100,25300,27400,29700,31900,46200,40000,37595,37971,39110,39000,40000,42000,29679,12822,10180,11608,11537,11108
Chad,Africa,https://cdn.countryflags.com/thumbs/chad/flag-button-round-250.png,23000,23500,34000,38000,25000,36955,32305,35000,36650,39454,51185,40000,42000,36630,38950,50000,20000,20700,25700,46800,43800,23300,18029,12374,7824,14880,19497,73863,105974,66027,117725,108211,23104,90548,78978,97728,112288,100230,158282,92624,112167,134880,126024,91083,145667,112380,106378,173992,130704,186118,172687,188911,378426,304112,243478,257701,263555,259540
Chile,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/chile/flag-button-round-250.png,104720,78480,79270,80440,79956,76700,84000,93488,36719,76234,67100,86284,54953,34350,76380,97640,120010,104790,181170,95440,99740,131180,115560,165010,156649,126667,147033,162251,185186,136012,117115,133531,130629,133080,145899,152795,87552,104375,61000,135060,143261,141927,140849,119265,116832,160315,110268,121400,127311,94673,130375,149788,130307,134884,163560,174008,127866,192808
China,Asia & the Pacific,https://cdn.countryflags.com/thumbs/china/flag-button-round-250.png,56217596,65675296,76439287,85853775,90705628,98403988,96734821,97716770,97998501,113101872,118129217,116428568,124584102,127010746,128726268,129231908,131917523,140023847,146846141,142876522,146959846,164741383,172008870,181095752,171318871,174720521,176662482,171441919,182485246,191614680,186124638,188291880,179746933,177994395,187297968,197032897,202771843,200571557,200403308,189814060,179304887,176342195,162304280,180522603,182055138,183276048,187397460,193352875,196681177,197212003,202667169,205936129,205201696,208239610,213723732,212681776,214430049,214078796
Colombia,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/colombia/flag-button-round-250.png,473600,585000,550000,600000,672000,680000,661500,786300,694485,752595,904348,1043284,1175871,1569940,1622230,1480720,1401626,1878024,1829811,1784118,1877736,2023261,1813534,1714660,1741600,1520949,1864500,1775400,2101800,2116600,1738600,1734950,1590062,1657212,1742547,1661336,1830286,1897740,2185232,2237270,2156310,2063030,2417190,2496720,2206512,1965414,2117165,2412852,2479921,1988191,2009945,2317710,1996580,2206525,2488519,3059204,3292983,3322937
Comoros,Africa,https://cdn.countryflags.com/thumbs/comoros/flag-button-round-250.png,9000,9000,10000,11000,12000,13000,12000,11000,10000,10000,8000,9000,10000,11000,12000,12000,13000,13000,13000,13000,13000,13000,13000,13200,13000,13000,13000,13000,15000,15085,16000,16500,17000,17016,17203,17378,17546,17714,17310,15192,16984,17304,17637,17974,18000,20000,17000,20000,21263,24000,26500,27000,29000,30183,30584,32387,31051,31340
Congo,Africa,https://cdn.countryflags.com/thumbs/congo-republic-of-the/flag-button-round-250.png,3500,3550,3700,4000,5000,6000,7000,8000,6000,4000,5000,6701,5229,6668,3800,3880,3900,3500,3000,2726,2840,2201,1638,1278,920,1208,1047,1065,1083,1387,1438,1488,1539,1594,1101,1138,980,979,1273,1301,1351,1403,1200,1242,1100,1100,1100,1300,1500,1495,1205,1203,1196,1194,1207,1203,1199,1196
Costa Rica,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/costa-rica/flag-round-250.png,60400,65100,69000,78000,85300,89700,95000,107400,93800,79600,91700,88800,104010,126710,195636,149711,168621,197824,219579,230628,222471,146225,246819,222740,224452,184810,153737,205464,157034,217643,213179,202518,172773,205444,183184,236525,248528,238999,264317,266420,216699,189768,183637,197211,183254,194261,179728,221474,259656,267772,278975,214418,224570,224157,195744,204338,152851,158311
Cote d'Ivoire,Africa,https://cdn.countryflags.com/thumbs/cote-d-ivoire/flag-button-round-250.png,156000,229000,219000,248000,250000,275600,344600,365400,303000,315600,385000,320000,335000,406000,496000,460000,477000,504000,534000,420000,390000,450000,360000,514000,540000,560000,580000,623000,654000,687000,657000,660000,676000,678181,691700,705488,585000,597684,609625,621805,634228,646899,659824,681521,703931,715898,606310,679969,687721,1206153,873016,1561905,1934154,2053520,2153000,2055000,2120000,2109333
Croatia,Europe,https://cdn.countryflags.com/thumbs/croatia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Cuba,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/cuba/flag-button-round-250.png,206908,230920,236900,122958,54970,63999,72093,113749,224615,374523,353128,318016,335608,436627,446710,451078,455774,457458,425100,477834,460887,519752,517644,554760,524320,570517,466039,488857,536381,473673,427617,376328,185602,387600,396100,572900,614200,441600,559000,552800,601000,692000,715800,488900,367600,434200,439600,436000,563600,454400,566400,641600,672600,584800,418037,514045,404733,460870
Cyprus,Asia & the Pacific,https://cdn.countryflags.com/thumbs/cyprus/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Czech Rep.,Europe,https://cdn.countryflags.com/thumbs/czech-republic/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
DR Congo,Africa,https://cdn.countryflags.com/thumbs/congo-democratic-republic-of-the/flag-button-round-250.png,70800,74100,60000,55000,48880,90663,100423,186700,170000,179800,183900,196200,199100,201300,207800,212700,213700,213300,227400,234300,245400,250940,271317,286012,312000,315000,330000,350000,370000,392300,393900,403300,429810,426170,365818,347947,322099,362657,350000,337800,326025,314430,314780,315130,315480,315830,316180,316530,316880,318144,318750,645184,811218,1019979,1021815,951004,997599,990139
Denmark,Europe,https://cdn.countryflags.com/thumbs/denmark/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Djibouti,Africa,https://cdn.countryflags.com/thumbs/djibouti/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Dominica,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/dominica/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Dominican Rep.,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/dominican-republic/flag-button-round-250.png,112856,111300,117849,143058,167446,177912,167452,181406,195000,210000,212000,214000,225900,259441,218611,312228,308041,351020,376739,397698,400460,446913,500543,507377,493756,456660,507861,421193,474213,427597,466171,565653,442531,375807,486741,474220,508539,474595,566501,581410,721668,730705,608329,576621,644940,713821,748986,778511,780139,850228,874690,663981,723637,532028,535797,556870,588283,627362
Ecuador,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/ecuador/flag-button-round-250.png,203000,209000,211000,239990,265545,278200,239980,146720,274340,230090,197665,191425,234530,266330,363675,355525,327622,225273,318471,380614,434395,384356,273502,437166,397354,575869,780776,954530,867395,840361,557346,1029558,1239762,1420470,1290518,1398346,1471778,1042992,1289684,1246634,1255990,1432811,1384715,1778380,1471064,1501238,1734135,1442052,1579406,1706193,1477941,1565535,1516045,1379954,1652793,1534537,1066614,1350093
Egypt,Africa,https://cdn.countryflags.com/thumbs/egypt/flag-button-round-250.png,1142000,2038000,2219000,2036000,1789000,1678000,2278000,2591000,2561000,2604000,2533690,2507000,2275000,2241688,2423446,2300032,2272309,2351000,2511000,2382100,2236362,2440513,2442000,2236436,2311300,2445000,2406000,2132000,2679000,3167421,3447812,3909706,4160762,4583007,4788097,4895388,5480010,4474110,5816960,6000490,5226703,6105456,6176266,6352370,6125300,6755000,6876830,7253373,5520482,4329503,5675027,5911086,5724106,5467392,4817964,5308873,4960662,4900000
El Salvador,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/el-salvador/flag-button-round-250.png,17882,25634,20637,33077,34875,50427,77847,79616,35682,44231,54846,35632,37237,32094,60720,35701,32800,50807,58245,60720,50130,35420,43240,63337,68890,46938,42069,57270,63719,61691,61438,71962,74474,64639,51106,55292,66055,51377,57364,47204,37720,29098,22515,26519,25984,31011,31540,35218,40188,34479,25589,28325,36254,41838,38782,27617,29616,22764
Equatorial Guinea,Africa,https://cdn.countryflags.com/thumbs/equatorial-guinea/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Eritrea,Africa,https://cdn.countryflags.com/thumbs/eritrea/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Estonia,Europe,https://cdn.countryflags.com/thumbs/estonia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Ethiopia,Africa,https://cdn.countryflags.com/thumbs/ethiopia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",10000,9076,11000,9766,12000,13000,14000,15000,15412,15412,13000,12000,11244,11244,11244,71394,103128,90412,88619,121042,92363,131821,139780,136001,133597,144200
Fiji,Asia & the Pacific,https://cdn.countryflags.com/thumbs/fiji/flag-button-round-250.png,22760,22455,21947,17984,14326,14326,14733,17600,17273,20400,17340,17340,15760,17279,22928,20275,17966,16105,18717,17846,16972,20302,16160,22246,27574,24219,23477,32147,31827,26477,29038,22479,22284,18019,18496,17370,17385,5092,17301,13170,14612,12852,15504,14358,15189,12732,14870,11595,11637,7664,7914,4653,6873,6843,6329,8649,9081,7051
Finland,Europe,https://cdn.countryflags.com/thumbs/finland/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
France,Europe,https://cdn.countryflags.com/thumbs/france/flag-button-round-250.png,133690,130230,117390,121900,97830,102340,116990,84810,95390,90680,76510,41450,69330,49250,42400,30400,24110,36790,30000,25300,20100,27100,38000,35600,61560,60020,59500,74896,105825,121300,115042,127737,131042,128509,127305,120279,127088,113823,110256,115958,102810,105227,106723,115110,102306,94782,97316,111523,137132,120170,130400,124091,80801,83492,80858,80297,92544,73306
Gabon,Africa,https://cdn.countryflags.com/thumbs/gabon/flag-button-round-250.png,785,553,673,997,1017,550,562,596,258,595,635,800,900,440,350,400,470,600,950,850,967,900,800,662,500,746,209,479,760,800,1000,735,400,800,830,867,897,929,961,1000,1018,1046,1075,1107,1139,1171,1100,1283,1351,1421,1492,1700,1700,1663,1701,1745,1787,1830
Gambia,Africa,https://cdn.countryflags.com/thumbs/gambia/flag-button-round-250.png,29465,30481,30990,36578,36883,36900,20321,37000,36578,40642,40642,30000,25500,26100,27200,18000,17200,28300,29400,42700,39500,33700,26100,27200,23100,24460,20430,29490,21230,21431,20528,19413,12056,20267,18952,18185,13000,18800,31700,34100,32600,20452,20500,32600,17934,31024,11395,38300,79000,99890,51136,54219,69704,46674,51949,55737,51081,53809
Georgia,Europe,https://cdn.countryflags.com/thumbs/georgia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Germany,Europe,https://cdn.countryflags.com/thumbs/germany/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Ghana,Africa,https://cdn.countryflags.com/thumbs/ghana/flag-button-round-250.png,30400,31000,32514,42877,32615,38000,52327,65332,60963,48800,54900,70100,62000,73200,71100,69800,109000,108000,93000,78000,97000,36000,40000,65000,80000,69600,80700,95000,73700,80900,150900,131500,157400,162300,201720,215720,197100,193600,209750,248700,274596,280000,238810,241807,287000,250000,185340,301920,391440,491603,463975,481134,569524,604000,641492,687679,722080,769401
Gibraltar,Europe,http://img.freeflagicons.com/thumb/round_icon/gibraltar/gibraltar_640.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Greece,Europe,https://cdn.countryflags.com/thumbs/greece/flag-button-round-250.png,81247,68388,76861,106759,104461,80138,93425,102468,101404,78757,70494,74000,84458,105000,102000,69000,94000,95000,86700,80100,85900,82500,86300,95000,103765,121000,137000,125000,106202,99000,89000,106000,149476,191364,211599,221906,217377,189518,170465,140043,150187,165532,162443,168311,164966,179166,195340,185296,214964,208210,250685,230662,235939,229381,263646,277482,255418,222690
Greenland,North America,https://image.flaticon.com/icons/svg/197/197453.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Grenada,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/grenada/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Guatemala,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/guatemala/flag-button-round-250.png,12563,16359,18032,19900,13151,14698,20706,25061,14505,22663,38008,30407,25074,19644,27539,24104,24835,26344,36929,42334,33000,49010,45770,44450,38400,47932,58935,34736,44896,44427,47486,40436,47650,38810,30581,21358,21942,30692,48398,45223,28939,19219,19754,22004,24952,22407,21682,23972,28703,29624,30404,31135,32246,33616,32826,33747,31831,31498
Guinea,Africa,https://cdn.countryflags.com/thumbs/guinea/flag-button-round-250.png,210940,220270,230015,240190,250810,261905,273490,285585,298215,311405,325180,339565,354580,370265,386640,403740,421600,440250,459720,480055,501290,523460,546610,570790,596035,622395,649925,678670,708690,740035,772765,806945,842635,879905,918825,959460,1001900,1046215,1092490,1140809,1033519,1088669,1146763,1207956,1272415,1340313,1401592,1534088,1455932,1613730,1792801,1918841,2053359,1970515,2047365,2136242,2197907,2339747
Guinea-Bissau,Africa,https://cdn.countryflags.com/thumbs/guinea-bissau/flag-button-round-250.png,50000,50000,50000,45000,47000,48000,45000,45000,27500,35000,27000,32000,28000,35000,67000,80000,60000,40000,40000,42000,80000,103150,85000,105000,105000,110000,105000,98297,110238,123314,123264,123612,125907,131017,133266,120207,99940,87200,80300,106081,85056,87865,88380,89192,98340,106000,127250,148757,181894,209240,175213,198504,209717,133000,170000,186000,185550,171239
Guyana,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/guyana/flag-button-round-250.png,215103,220991,163616,299507,246046,279901,222635,176000,191106,209697,185140,158566,168991,280524,292000,173000,355000,305000,240490,281762,275956,298334,246000,301833,256167,275500,243398,226761,237183,155740,251321,286000,336207,378432,525500,543437,568168,522907,562260,448740,495862,443654,546183,500911,420365,472363,458653,507036,553522,556193,619198,649320,823930,635238,687784,534450,630104,964472
Haiti,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/haiti/flag-button-round-250.png,55000,60000,64000,68000,72000,76000,77000,77000,83000,80000,81000,92000,118477,119400,107500,131000,90481,113548,122116,119710,115800,113400,123940,124195,129195,135112,120830,120509,123900,129900,120000,125478,110000,105000,100000,120000,160000,101320,125000,130000,103000,107000,108500,105000,105000,110000,130000,110000,128300,141075,144063,147599,169300,143650,137000,154360,179000,183000
Honduras,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/honduras/flag-button-round-250.png,11928,12336,10588,9859,10474,11195,11968,12794,13678,14622,15632,16711,19913,21288,34584,27519,29200,27032,31655,35865,36644,21916,46265,48597,45640,34253,59292,31917,46544,43970,54204,36742,30463,36609,34555,40134,50303,27760,12446,7262,11172,8781,26736,22409,21077,25973,46661,49544,44883,42186,49224,53755,49643,67054,69418,68181,58933,59698
