country,category,url,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Ireland,Europe,https://cdn.countryflags.com/thumbs/ireland/flag-button-round-250.png,29000,31000,35000,24000,21000,17000,16000,20000,22000,20000,13000,9100,11900,10000,10300,10800,9800,10100,10000,8900,6500,9000,10350,13692,10960,9800,10400,10400,11700,10600,10300,8100,8100,11500,11800,11500,9700,8000,13000,10800,15600,10900,7500,18500,14800,18200,15000,15600,13100,21100,20400,12100,15200,19600,18800,21800,21400,20100
Israel,Asia & the Pacific,https://cdn.countryflags.com/thumbs/israel/flag-button-round-250.png,30100,41900,43000,60700,56900,65800,71300,55000,62300,61800,78100,67500,84100,74200,96700,95800,101600,106500,122900,100800,131900,117900,132100,118900,101800,115700,114300,119280,125292,112700,116000,127800,159820,87650,124200,104730,111458,102910,127520,102500,111800,126530,118600,150070,140337,121644,101226,97425,114650,131474,119231,108000,112128,77813,108000,100000,113000,111000
Italy,Europe,https://cdn.countryflags.com/thumbs/italy/flag-button-round-250.png,2167000,2182000,2336000,2381000,2185000,2288600,1932000,1932000,2010000,2062000,1697300,1884100,2050000,1886100,2127000,2143000,1790600,1846800,1991900,1936700,1741600,2602700,2032200,2210400,2014100,2019530,2235950,2331690,1924240,2050070,1830170,2394131,2143540,2232853,1940007,2071261,1966470,2143300,2343800,2232100,2299100,2199219,1953752,2136226,2192000,2130980,2230191,2210100,2325653,2204972,2411201,1991312,2216963,2473608,2473608,2455616,1921272,2414921
Jamaica,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/jamaica/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Japan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/japan/flag-button-round-250.png,955400,1000000,1155000,1090000,1132000,1059000,1125000,1136000,1085000,1021000,1006000,959100,962700,850400,897900,879400,958800,844000,852700,960100,845700,924500,1048000,811700,910300,986100,997900,1042000,1045000,1053000,760300,1039000,1011000,989300,962600,899200,993300,879100,927700,799600,930700,925800,842100,754600,818900,831800,840100,910700,845600,786500,655300,793800,741700,816300,811500,765000,735200,756100
Jordan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/jordan/flag-button-round-250.png,3000,3621,3225,4986,4538,6200,2000,1500,1950,2200,564,2900,348,3944,917,505,490,529,851,489,176,203,300,511,500,1126,892,4800,5128,11896,6690,18785,17509,27774,41933,32827,31010,38527,31035,37468,37134,39230,41754,42424,45563,46381,31523,34913,31111,28770,39653,36377,40635,39902,56570,55197,42561,42394
Kazakhstan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kazakhstan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",77000,40000,38000,36600,56000,51000,31200,57600,144600,103230,110453,93100,148880,142200,115620,101660,94290,117970,107150,114654,129700,143856,157870,147561,188099,181057,222482
Kenya,Africa,https://cdn.countryflags.com/thumbs/kenya/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2200,2359,1240,800,593,467,388,1536,632,1035,1038,1178,1442,1379,4302,4554,3564,3066,1492,1195,779,1128,396,606,589,623,300,426
Kiribati,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kiribati/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Kuwait,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kuwait/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Kyrgyzstan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/kyrgyzstan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",72000,16400,44900,46300,61300,73800,63700,53600,110000,109500,109000,104800,128500,107400,136400,122000,90900,113500,111000,127700,137000,143000,145000,128000,135078,147463,144889
Laos,Asia & the Pacific,https://cdn.countryflags.com/thumbs/laos/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Latvia,Europe,https://cdn.countryflags.com/thumbs/latvia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",51000,93000,19000,49000,18000,85600,13676,34119,35423,36071,50354,36091,6918,37524,33898,30542,28859,12828,10325,7501,9449,14751,9623,7815,9854,7464,13913
Lebanon,Asia & the Pacific,https://cdn.countryflags.com/thumbs/lebanon/flag-button-round-250.png,85000,80000,75000,125000,115080,104010,157021,162907,66547,74356,154483,220417,166177,144131,108000,56000,106000,90000,135000,103000,65000,130000,130000,128000,130000,133000,197263,199198,197765,200000,213864,145403,130000,119692,150600,116769,142445,124200,138800,126700,112000,150305,152000,113300,114800,121500,125200,125200,138100,154429,135807,125714,126485,124439,124991,125561,125013,124464
Lesotho,Africa,https://cdn.countryflags.com/thumbs/lesotho/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Liberia,Africa,https://cdn.countryflags.com/thumbs/liberia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Libya,Africa,https://cdn.countryflags.com/thumbs/libya/flag-button-round-250.png,800,700,600,300,1240,1214,1236,1253,1403,1358,2419,1625,2327,1050,1667,2096,2635,2123,2662,2196,5000,7044,7232,7387,7600,7900,8000,8000,8500,8600,9000,9200,9400,20000,31000,42000,40000,35487,31910,4500,5000,20000,20384,20000,19396,20000,20000,20000,20000,22000,20500,20500,20500,17460,19487,19149,18699,19111
Liechtenstein,Europe,https://cdn.countryflags.com/thumbs/liechtenstein/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Lithuania,Europe,https://cdn.countryflags.com/thumbs/lithuania/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",96000,195200,41000,108400,73000,229100,94000,100000,98600,151100,80000,97493,33951,96533,99481,40619,74251,53259,34020,49099,72497,62586,60177,73583,65579,87367,92034
Luxembourg,Europe,https://cdn.countryflags.com/thumbs/luxembourg/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",11950,4430,11200,3920,10700,3815,9080,2233,3079,2340,2406,2130,1816,1926,2615,2419,1510,983,2077
Macao,Asia & the Pacific,https://image.flaticon.com/icons/svg/197/197493.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Macedonia,Europe,https://cdn.countryflags.com/thumbs/macedonia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",87642,71676,70060,69850,65399,76602,61675,72952,84275,38400,63320,61936,82409,86217,95826,152089,174315,106356,121383,124552,127171,112929,95684,136931,101088,43366,140296
Madagascar,Africa,https://cdn.countryflags.com/thumbs/madagascar/flag-button-round-250.png,9000,9000,9000,10000,10000,12000,12000,4000,4000,4000,6286,6425,4225,4700,4235,2630,3890,3880,3915,5618,5375,5350,5410,5830,5870,5780,5660,6000,6200,6300,6200,6300,6400,6000,6300,6400,6500,6527,6600,6900,6877,6885,6908,6921,6934,7000,7100,7034,7039,7037,7030,7000,6900,6975,7094,7082,7097,7111
Malawi,Africa,https://cdn.countryflags.com/thumbs/malawi/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1386,1465,1544,1623,1701,1780,1859,1938,2017,2095,2174,2253,2332,2411,2489,2568,2647,2726,2805,2883,2962,3053,3124,3203,3308,3313,3447,2639
Malaysia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/malaysia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Maldives,Asia & the Pacific,https://cdn.countryflags.com/thumbs/maldives/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mali,Africa,https://cdn.countryflags.com/thumbs/mali/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Malta,Europe,https://cdn.countryflags.com/thumbs/malta/flag-button-round-250.png,100,100,100,110,110,225,235,260,220,234,466,470,540,290,430,230,140,200,360,390,300,370,400,400,400,410,420,420,430,435,440,300,200,150,150,300,332,111,87,66,55,33,12,32,66,102,63,57,57,51,42,27,35,39,28,16,21,20
Marshall Islands,Asia & the Pacific,https://cdn.countryflags.com/thumbs/marshall-islands/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mauritania,Africa,https://cdn.countryflags.com/thumbs/mauritania/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mauritius,Africa,https://cdn.countryflags.com/thumbs/mauritius/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mexico,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/mexico/flag-button-round-250.png,79723,95429,118820,123501,136238,139805,115131,126411,145485,145615,232565,226897,190339,232313,193987,329431,186667,284535,296633,248810,385552,327706,302445,460935,423071,462297,502849,514944,505959,456538,527373,598230,537774,487698,413223,426713,629277,370244,449867,337974,442679,479613,495217,572906,583994,601915,505078,511988,561493,584655,630533,375045,858608,716865,750325,716931,714149,659692
Moldova,Europe,https://cdn.countryflags.com/thumbs/moldova/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",393500,890000,511500,472574,378400,823200,238000,347994,162369,186908,224035,494300,310100,278421,202790,218189,255086,209594,207903,268842,281849,307246,370024,307660,411768,487161,665184
Monaco,Europe,https://cdn.countryflags.com/thumbs/monaco/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mongolia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/mongolia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Montenegro,Europe,https://symondsflags.com/wp-content/uploads/2014/09/montenegro-flag.jpg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2114,1907,1797,2877,2116,2651,2027,2518,2656,2817,1638,1347,1688
Morocco,Africa,https://cdn.countryflags.com/thumbs/morocco/flag-button-round-250.png,4000,3000,8000,17199,14654,13855,10000,14000,14000,14000,14000,18000,20000,23000,25000,30000,40000,50000,60000,70000,80000,100000,100000,100000,120000,120000,150000,236000,295000,221000,248800,278000,424000,270000,309800,343200,384000,284800,303100,300005,227800,372500,275200,396400,308500,374000,426816,404310,422572,444861,512407,485642,583230,536199,674153,406379,820547,696950
Mozambique,Africa,https://cdn.countryflags.com/thumbs/mozambique/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Myanmar,Asia & the Pacific,https://cdn.countryflags.com/thumbs/myanmar/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Namibia,Africa,https://cdn.countryflags.com/thumbs/namibia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Nauru,Asia & the Pacific,https://cdn.countryflags.com/thumbs/nauru/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Nepal,Asia & the Pacific,https://cdn.countryflags.com/thumbs/nepal/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",30000,34000,30000,29000,30000,32000,20000,25500,29345,36464,31197,32000,32307,33050,34036,35130,33336,34546,36396,39134,41754,42704,48946,42814,35921,43502,41011,19850,28895
Netherlands,Europe,https://cdn.countryflags.com/thumbs/netherlands/flag-button-round-250.png,292000,226000,279000,515000,404000,345000,488000,340000,475000,450000,520000,400000,450000,385000,430000,380000,315000,510000,450000,470000,260000,440000,364000,388000,270000,400000,340000,363000,417000,431000,260000,640000,597000,530000,534000,637000,420000,518000,570000,461000,408000,354000,359000,436000,359000,365000,391000,375000,407000,334000,418000,281000,314000,353000,336000,317000,227000,269000
New Zealand,Oceania,https://cdn.countryflags.com/thumbs/new-zealand/flag-button-round-250.png,74400,93490,84000,109400,102900,113620,105403,113200,112300,140413,126759,149470,143138,152116,159403,172471,145539,185144,180058,211400,242031,225898,233285,246152,276594,343852,338000,330000,393000,361000,380000,487507,439000,480700,527000,549000,567000,523000,545000,620000,473726,530633,501192,546000,524000,354000,421000,446000,431000,444154,439418,437107,444178,426009,442452,446299,452539,453911
Nicaragua,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/nicaragua/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Niger,Africa,https://cdn.countryflags.com/thumbs/niger/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Nigeria,Africa,https://cdn.countryflags.com/thumbs/nigeria/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
North Korea,Asia & the Pacific,https://cdn.countryflags.com/thumbs/north-korea/flag-button-round-250.png,90000,95000,85000,85000,100000,100000,90000,115000,120000,115000,170000,200000,255000,290000,325000,365000,400000,430000,440000,460000,480000,500000,530000,560000,580000,600000,625000,630000,638000,645000,650000,653000,600000,650000,630000,632644,636046,640000,650000,652718,660000,657482,650000,665000,668000,665000,635000,657518,687808,712312,752300,785000,780000,778289,783970,796201,804632,813064
Norway,Europe,https://cdn.countryflags.com/thumbs/norway/flag-button-round-250.png,48000,64000,49000,56000,43000,40565,49203,65199,53758,47993,50746,49562,36211,53864,44060,55498,42969,58543,39868,44795,53824,43673,50646,47564,63704,32413,46408,51884,68866,50000,20607,14834,27380,16599,22916,14865,12900,13989,9892,15910,11254,16699,12361,16137,10928,14960,10919,16717,13581,11491,8469,10976,9769,13322,10800,12522,12664,14940
Oman,Asia & the Pacific,https://cdn.countryflags.com/thumbs/oman/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Pakistan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/pakistan/flag-button-round-250.png,11500,8000,18900,12600,16100,20700,21300,23700,31900,33430,36127,34240,51510,56245,66690,74746,87672,93718,99282,107410,114095,128616,128068,142659,166043,195573,211942,215113,232404,243000,293500,338968,442395,533105,553474,568452,573062,589281,377295,438852,367125,315400,333741,351916,351232,348440,441575,441062,366360,525855,598804,556307,606016,616748,620481,669912,564693,545875
Palau,Asia & the Pacific,https://cdn.countryflags.com/thumbs/palau/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Palestine,Asia & the Pacific,https://vectorflags.s3-us-west-2.amazonaws.com/flags/ps-circle-01.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",627,1065,1029,827,652,835,986,1058,1107,641,925,970,1063,1062,1269,680,458,727,883,890,878,870,877,877,877
Panama,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/panama/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Papua New G.,Asia & the Pacific,https://cdn.countryflags.com/thumbs/papua-new-guinea/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Paraguay,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/paraguay/flag-button-round-250.png,1000,1000,551,557,720,760,700,600,500,424,428,432,432,444,456,470,456,451,460,470,480,548,563,747,770,793,808,727,721,723,726,729,736,743,678,619,565,500,470,491,505,550,600,550,560,604,650,669,685,690,697,705,710,714,638,589,545,511
Peru,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/peru/flag-button-round-250.png,71000,72000,72000,80000,74881,83100,84894,64134,65776,77759,74773,74487,74209,74750,74920,74852,79372,77596,77358,79349,87266,93116,87103,99791,98909,109208,134559,134364,136891,118416,108770,94309,113010,104280,166094,172896,163445,126052,149822,157493,138338,123266,134357,146893,139332,136399,136744,135209,137208,143861,149561,146774,156350,159879,159550,158098,149787,140569
Philippines,Asia & the Pacific,https://cdn.countryflags.com/thumbs/philippines/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Poland,Europe,https://cdn.countryflags.com/thumbs/poland/flag-button-round-250.png,285000,160000,377000,840000,197000,794000,537000,743100,654300,691100,563200,558500,682500,594300,840722,1160890,911928,1030343,1050671,844106,779693,2125690,1729491,1564430,1343142,1920051,504428,1392946,1312026,812340,1145544,1569690,1841755,1441124,1288289,1951515,2098297,1687226,1604221,1450376,2433940,2167518,2427753,2521514,2074951,2304892,1039967,2830658,2626273,1877906,2493078,2877336,3085074,3195299,3168818,3604271,2441393,3999523
Portugal,Europe,https://cdn.countryflags.com/thumbs/portugal/flag-button-round-250.png,70000,58000,92000,85000,96000,86533,90501,71400,82399,88730,95120,114790,142910,122176,140503,154553,94471,117382,107385,127644,97000,104800,115280,86460,95100,238560,249775,241880,265782,282521,263350,281033,264122,212015,234897,256712,285716,160074,295000,229794,258363,300225,284971,275123,250543,256618,245471,237011,263146,212902,247229,220761,287314,273721,324994,241611,329371,267441
Puerto Rico,Latin America & the Caribbean,https://image.flaticon.com/icons/svg/323/323292.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Qatar,Asia & the Pacific,https://cdn.countryflags.com/thumbs/qatar/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Romania,Europe,https://cdn.countryflags.com/thumbs/romania/flag-button-round-250.png,146000,132000,198000,127000,217000,233700,234200,221800,366700,175836,252700,247500,288400,240517,314919,469717,593444,359415,593963,391500,525389,744835,755382,707810,699100,994400,594200,609400,697400,682152,504888,541145,1097158,363038,457203,659719,664063,364619,315049,490260,507440,491494,811099,1097837,637979,590413,475370,459016,517491,552860,620362,462935,513580,513195,476059,467259,348656,643856
Russia,Europe,https://cdn.countryflags.com/thumbs/russia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1787000,1623400,1142300,1200000,1800000,1500000,1330000,1060000,1832000,1640000,1950000,1700000,2026000,1786000,1626000,2342000,1122400,1441200,992000,1198000,1403000,1573000,1624000,1612700,1701100,1493600,1859400
Rwanda,Africa,https://cdn.countryflags.com/thumbs/rwanda/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
St K. & Nevis,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/saint-kitts-and-nevis/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
St Lucia,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/saint-lucia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
St V. & G.,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/saint-vincent-and-the-grenadines/flag-button-round-250.png,10,10,10,10,10,10,15,15,20,40,60,60,60,80,90,95,110,130,300,170,300,300,450,700,1000,1000,800,700,700,600,480,450,610,620,630,540,635,700,750,800,1000,1050,1150,1200,1250,1250,1300,1400,1637,1058,1210,1196,1149,990,1021,1046,1774,1826
Samoa,Asia & the Pacific,https://cdn.countryflags.com/thumbs/samoa/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
San Marino,Europe,https://cdn.countryflags.com/thumbs/san-marino/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Sao Tome & P.,Africa,https://cdn.countryflags.com/thumbs/sao-tome-and-principe/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Saudi Arabia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/saudi-arabia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Senegal,Africa,https://cdn.countryflags.com/thumbs/senegal/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Serbia,Europe,https://cdn2.iconfinder.com/data/icons/world-flag-icons/256/Flag_of_Serbia.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",240320,245228,235601,281868,239945,265576,243987,458409,336313,431759,400473,378644,460404
Seychelles,Africa,https://cdn.countryflags.com/thumbs/seychelles/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Sierra Leone,Africa,https://cdn.countryflags.com/thumbs/sierra-leone/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Singapore,Asia & the Pacific,https://cdn.countryflags.com/thumbs/singapore/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Slovakia,Europe,https://cdn.countryflags.com/thumbs/slovakia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",107327,56856,38139,79097,80242,83464,68332,81497,50217,51172,61000,42000,47000,30776,17724,41803,37689,34215,31355,44481,45949,48494,46250,20722,32478,43929
Slovenia,Europe,https://cdn.countryflags.com/thumbs/slovenia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",58399,66574,109588,102752,105426,86832,113978,89373,129653,78444,141687,101641,139917,106196,119176,114492,102893,95662,117569,105355,55300,92449,99834,115091,59573,80000,86587
Solomon Islands,Asia & the Pacific,https://cdn.countryflags.com/thumbs/solomon-islands/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Somalia,Africa,https://cdn.countryflags.com/thumbs/somalia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
South Africa,Africa,https://cdn.countryflags.com/thumbs/south-africa/flag-button-round-250.png,95844,105931,116240,149158,139035,190756,183294,212054,207502,222255,243170,317737,283891,283613,355683,371019,281373,381429,363464,426430,394164,460987,359547,483696,402231,439836,391556,554742,508202,430344,515074,521421,595483,550901,512460,616521,538434,576264,623676,601966,615794,623307,817167,765359,678842,633495,708430,778141,817698,724232,781124,795758,903843,777741,934375,916143,929028,829636
South Korea,Asia & the Pacific,https://cdn.countryflags.com/thumbs/south-korea/flag-button-round-250.png,79870,117904,110162,124693,166768,174396,189651,198711,219411,212041,220687,261120,290591,297323,279608,313099,394744,428291,443661,410047,523145,527149,586023,528175,532571,537737,556160,640333,676016,628947,542015,694766,615991,616505,715982,651406,651778,459010,490512,488960,403583,433165,365354,357180,367517,407621,435686,470865,494491,460285,379541,394596,493701,474712,582846,576369,545349,475303
South Sudan,Africa,https://www.worldatlas.com/r/w728-h425-c728x425/upload/b1/9f/c9/ss-flag.jpg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Spain,Europe,https://cdn.countryflags.com/thumbs/spain/flag-button-round-250.png,385500,274500,480700,321600,446800,412200,378300,480100,464800,483900,657500,745200,1015100,1038200,1078700,1007300,730000,1072000,1161700,931100,1062600,891700,1075500,1028300,1069971,817400,1043000,867600,810000,656500,516800,1095400,890500,773960,816000,899400,983700,736000,988400,813780,917409,694822,881101,690886,774210,650384,721178,661724,601979,645918,670264,481223,546400,620823,593592,621164,587034,562961
Sri Lanka,Asia & the Pacific,https://cdn.countryflags.com/thumbs/sri-lanka/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Sudan,Africa,https://cdn.countryflags.com/thumbs/sudan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Suriname,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/suriname/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Swaziland,Africa,https://cdn.countryflags.com/thumbs/swaziland/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Sweden,Europe,https://cdn.countryflags.com/thumbs/sweden/flag-button-round-250.png,100000,161000,136000,183000,115000,117000,169000,152000,117000,145500,147900,132500,131700,114000,155300,144300,136600,121700,171373,119026,145450,129523,133000,121000,136100,134000,86000,130000,165000,150000,17000,17000,18000,18000,18000,17000,19000,16000,18000,21900,19900,18005,21515,18500,17683,24000,21000,22200,21000,23500,20684,23390,27400,24580,25350,26280,22130,30610
Switzerland,Europe,https://cdn.countryflags.com/thumbs/switzerland/flag-button-round-250.png,269800,480400,359600,389600,255400,350000,580000,270000,530000,280000,390000,260000,380000,240000,435000,243000,279000,355000,442000,340000,243000,542000,242000,384000,278000,393000,240200,492000,311000,397800,181800,438313,264075,288235,199337,358320,226264,426368,228903,374984,202380,275023,209501,284586,212996,259305,274922,254887,251054,201641,327500,233556,210129,231343,214250,227300,225555,222431
Syria,Asia & the Pacific,https://cdn.countryflags.com/thumbs/syria/flag-button-round-250.png,10000,23000,28000,25000,21000,26000,28000,25496,23196,17550,34161,42388,41079,44322,56561,70534,61202,67302,76266,89281,103700,139353,128500,129700,125104,144900,132200,205875,194900,204600,215098,270248,235002,224167,224000,301886,356175,362000,283713,286773,262963,215762,306700,358200,296057,374330,280247,360700,360978,393146,307760,349166,256614,397858,376259,350381,353340,352504
