Entity,Code,Date,Value
Afghanistan,AFG,"Mar 29, 2020",2.8301886792452833
Afghanistan,AFG,"Mar 30, 2020",3.508771929824561
Afghanistan,AFG,"Mar 31, 2020",2.8368794326241136
Afghanistan,AFG,"Apr 1, 2020",2.4096385542168677
Afghanistan,AFG,"Apr 2, 2020",2.083333333333333
Afghanistan,AFG,"Apr 3, 2020",1.702127659574468
Afghanistan,AFG,"Apr 4, 2020",1.702127659574468
Afghanistan,AFG,"Apr 5, 2020",1.8518518518518516
Afghanistan,AFG,"Apr 6, 2020",2.341137123745819
Afghanistan,AFG,"Apr 7, 2020",2.0771513353115725
Afghanistan,AFG,"Apr 8, 2020",2.997275204359673
Afghanistan,AFG,"Apr 9, 2020",3.309692671394799
Afghanistan,AFG,"Apr 10, 2020",3.0991735537190084
Afghanistan,AFG,"Apr 11, 2020",2.8790786948176583
Afghanistan,AFG,"Apr 12, 2020",3.2432432432432434
Afghanistan,AFG,"Apr 13, 2020",2.9654036243822075
Afghanistan,AFG,"Apr 14, 2020",3.1578947368421053
Afghanistan,AFG,"Apr 15, 2020",3.221288515406162
Afghanistan,AFG,"Apr 16, 2020",3.188775510204082
Afghanistan,AFG,"Apr 17, 2020",3.6523929471032743
Afghanistan,AFG,"Apr 18, 2020",3.5502958579881656
Afghanistan,AFG,"Apr 19, 2020",3.303964757709251
Afghanistan,AFG,"Apr 20, 2020",3.313253012048193
Afghanistan,AFG,"Apr 21, 2020",3.394762366634336
Afghanistan,AFG,"Apr 22, 2020",3.296703296703297
Afghanistan,AFG,"Apr 23, 2020",3.4013605442176873
Afghanistan,AFG,"Apr 24, 2020",3.278688524590164
Afghanistan,AFG,"Apr 25, 2020",3.182827535159141
Afghanistan,AFG,"Apr 26, 2020",3.2125768967874233
Afghanistan,AFG,"Apr 27, 2020",3.7230568256041803
Afghanistan,AFG,"Apr 28, 2020",3.3470346447445682
Africa,,"Mar 11, 2020",0.9523809523809524
Africa,,"Mar 12, 2020",1.694915254237288
Africa,,"Mar 13, 2020",2.515723270440252
Africa,,"Mar 14, 2020",2.4752475247524752
Africa,,"Mar 15, 2020",2.510460251046025
Africa,,"Mar 16, 2020",2.4691358024691357
Africa,,"Mar 17, 2020",1.9900497512437811
Africa,,"Mar 18, 2020",2.42914979757085
Africa,,"Mar 19, 2020",2.527646129541864
Africa,,"Mar 20, 2020",2.28494623655914
Africa,,"Mar 21, 2020",2.4615384615384617
Africa,,"Mar 22, 2020",2.976190476190476
Africa,,"Mar 23, 2020",3.1677465802735782
Africa,,"Mar 24, 2020",2.991944764096663
Africa,,"Mar 25, 2020",2.905129369042215
Africa,,"Mar 26, 2020",2.676579925650558
Africa,,"Mar 27, 2020",2.5625381330079318
Africa,,"Mar 28, 2020",2.707676130389064
Africa,,"Mar 29, 2020",3.0067895247332688
Africa,,"Mar 30, 2020",3.0892201339382157
Africa,,"Mar 31, 2020",3.2314580494452017
Africa,,"Apr 1, 2020",3.3594027728403844
Africa,,"Apr 2, 2020",3.585147247119078
Africa,,"Apr 3, 2020",3.7193084410867354
Africa,,"Apr 4, 2020",4.062333510921683
Africa,,"Apr 5, 2020",4.490521327014218
Africa,,"Apr 6, 2020",4.730245231607629
Africa,,"Apr 7, 2020",4.866353805345848
Africa,,"Apr 8, 2020",4.960091220068415
Africa,,"Apr 9, 2020",5.006115673597764
Africa,,"Apr 10, 2020",5.130293159609121
Africa,,"Apr 11, 2020",5.3350833848054355
Africa,,"Apr 12, 2020",5.43685057807698
Africa,,"Apr 13, 2020",5.43313593168985
Africa,,"Apr 14, 2020",5.46072853312406
Africa,,"Apr 15, 2020",5.380504882992445
Africa,,"Apr 16, 2020",5.283303369483269
Africa,,"Apr 17, 2020",5.26488079000491
Africa,,"Apr 18, 2020",5.106297431773634
Africa,,"Apr 19, 2020",5.01970841050482
Africa,,"Apr 20, 2020",5.021745953459176
Africa,,"Apr 21, 2020",4.964112262001977
Africa,,"Apr 22, 2020",4.829995531543243
Africa,,"Apr 23, 2020",4.796387136961769
Africa,,"Apr 24, 2020",4.724293743800742
Africa,,"Apr 25, 2020",4.5881341358555465
Africa,,"Apr 26, 2020",4.545454545454546
Africa,,"Apr 27, 2020",4.456973667632607
Africa,,"Apr 28, 2020",4.432517187311542
Albania,ALB,"Mar 24, 2020",4
Albania,ALB,"Mar 25, 2020",4.0650406504065035
Albania,ALB,"Mar 26, 2020",3.4246575342465753
Albania,ALB,"Mar 27, 2020",3.4482758620689653
Albania,ALB,"Mar 28, 2020",4.838709677419355
Albania,ALB,"Mar 29, 2020",5.0761421319796955
Albania,ALB,"Mar 30, 2020",4.716981132075472
Albania,ALB,"Mar 31, 2020",5.381165919282512
Albania,ALB,"Apr 1, 2020",6.172839506172839
Albania,ALB,"Apr 2, 2020",5.7915057915057915
Albania,ALB,"Apr 3, 2020",5.776173285198556
Albania,ALB,"Apr 4, 2020",5.592105263157895
Albania,ALB,"Apr 5, 2020",5.7057057057057055
Albania,ALB,"Apr 6, 2020",5.8171745152354575
Albania,ALB,"Apr 7, 2020",5.835543766578249
Albania,ALB,"Apr 8, 2020",5.7441253263707575
Albania,ALB,"Apr 9, 2020",5.5
Albania,ALB,"Apr 10, 2020",5.623471882640587
Albania,ALB,"Apr 11, 2020",5.528846153846153
Albania,ALB,"Apr 12, 2020",5.311778290993072
Albania,ALB,"Apr 13, 2020",5.15695067264574
Albania,ALB,"Apr 14, 2020",4.925053533190578
Albania,ALB,"Apr 15, 2020",5.052631578947368
Albania,ALB,"Apr 16, 2020",5.060728744939271
Albania,ALB,"Apr 17, 2020",5.019305019305019
Albania,ALB,"Apr 18, 2020",4.823747680890538
Albania,ALB,"Apr 19, 2020",4.744525547445255
Albania,ALB,"Apr 20, 2020",4.6263345195729535
Albania,ALB,"Apr 21, 2020",4.4520547945205475
Albania,ALB,"Apr 22, 2020",4.269293924466338
Albania,ALB,"Apr 23, 2020",4.2586750788643535
Albania,ALB,"Apr 24, 2020",4.072398190045249
Albania,ALB,"Apr 25, 2020",3.982300884955752
Albania,ALB,"Apr 26, 2020",3.7921348314606744
Albania,ALB,"Apr 27, 2020",3.8567493112947657
Albania,ALB,"Apr 28, 2020",3.804347826086957
Algeria,DZA,"Mar 21, 2020",9.803921568627452
Algeria,DZA,"Mar 22, 2020",10.79136690647482
Algeria,DZA,"Mar 23, 2020",8.45771144278607
Algeria,DZA,"Mar 24, 2020",7.391304347826087
Algeria,DZA,"Mar 25, 2020",7.196969696969697
Algeria,DZA,"Mar 26, 2020",6.95364238410596
Algeria,DZA,"Mar 27, 2020",6.811989100817439
Algeria,DZA,"Mar 28, 2020",6.356968215158925
Algeria,DZA,"Mar 29, 2020",6.387665198237885
Algeria,DZA,"Mar 30, 2020",6.066536203522505
