country,category,url,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Malawi,Africa,https://cdn.countryflags.com/thumbs/malawi/flag-button-round-250.png,1565699,1634744,1637464,1845880,1918573,2026480,2230670,2327300,2285624,2293080,2078137,1908372,2259756,2155971,2019028,2128180,2029871,2020315,2431576,2805691,2798811,2614823,2249181,3184092,3177010,3159446,3319131,3415043
Malaysia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/malaysia/flag-button-round-250.png,63923101,72989753,76011605,87469682,89520664,104501370,108892430,117383025,88573689,98417228,113373690,118469395,129418093,137230470,147281814,154395270,155996733,159640780,179491656,173834533,193571604,200348814,214704949,239300119,245345161,242274524,249204665,250574721
Maldives,Asia & the Pacific,https://cdn.countryflags.com/thumbs/maldives/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mali,Africa,https://cdn.countryflags.com/thumbs/mali/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Malta,Europe,https://cdn.countryflags.com/thumbs/malta/flag-button-round-250.png,2663897,2884331,2952632,3030337,3225343,3343814,3361884,3228101,4355453,3709151,4106167,4506891,3523726,5027094,3144518,4263768,4867028,3382940,5210580,5302080,4883010,5550508,6621047,5044731,5103809,4970164,4815564,5044350
Marshall Islands,Asia & the Pacific,https://cdn.countryflags.com/thumbs/marshall-islands/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mauritania,Africa,https://cdn.countryflags.com/thumbs/mauritania/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mauritius,Africa,https://cdn.countryflags.com/thumbs/mauritius/flag-button-round-250.png,2762080,2896286,3030861,3267837,3268502,3636817,4090258,4141206,3949495,4208875,4555082,4330258,4503220,4807435,4991626,4651539,5075242,4888363,5168843,5090354,4972245,5409195,5223166,5304882,5362891,5362365,5559749,6000315
Mexico,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/mexico/flag-button-round-250.png,321763025,335715198,339707316,342166386,353080398,323310670,341773013,375601222,401877340,403533704,421339558,429468136,434373561,464442479,458421697,494221829,509059441,492423850,508397480,498131902,492446957,503713720,536118721,535332213,527164514,515787767,512677899,517637813
Moldova,Europe,https://cdn.countryflags.com/thumbs/moldova/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Monaco,Europe,https://cdn.countryflags.com/thumbs/monaco/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Mongolia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/mongolia/flag-button-round-250.png,9052755,11125208,9064599,7273263,6551023,6830666,7807708,6872647,6832952,6723349,6873763,6998629,7350005,8165648,8412318,8643388,9949746,12246797,12857830,13429397,14577676,23338951,35068182,41524136,27844948,22795171,23721623,24525179
Montenegro,Europe,https://symondsflags.com/wp-content/uploads/2014/09/montenegro-flag.jpg,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Morocco,Africa,https://cdn.countryflags.com/thumbs/morocco/flag-button-round-250.png,32148245,34354047,33340853,35306394,37136708,38219690,34900913,33863780,36750864,39207593,40599391,43568037,47642365,42026330,47684225,50130430,52619267,55216817,61014743,58202217,61307727,63104692,64491516,63744953,63996362,64630952,64168142,66480371
Mozambique,Africa,https://cdn.countryflags.com/thumbs/mozambique/flag-button-round-250.png,3392316,3435755,3378804,3770050,3841230,4204209,2688975,2044238,3422633,4622735,4873683,4447285,4496711,4606417,4470514,5093924,6313819,7228562,7957148,9543483,8889431,10121528,10706713,13257381,17239962,15294177,16566491,16384679
Myanmar,Asia & the Pacific,https://cdn.countryflags.com/thumbs/myanmar/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Namibia,Africa,https://cdn.countryflags.com/thumbs/namibia/flag-button-round-250.png,0,1055232,1150496,1388656,1571856,1619488,1722080,1769712,1817343,1663455,5930395,6461404,1469132,4798609,6251816,6029085,5876571,6717276,7632770,4491944,4259762,4016163,5302004,7904955,9263674,9329333,9627354,9552120
Nauru,Asia & the Pacific,https://cdn.countryflags.com/thumbs/nauru/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Nepal,Asia & the Pacific,https://cdn.countryflags.com/thumbs/nepal/flag-button-round-250.png,1169713,1514624,1722355,1934908,2208709,2880211,2956215,3136258,4190403,6309105,3918500,4033257,3794480,4986477,4240804,4533806,4218020,4572569,5466367,7697005,9593534,10251852,10261673,12748035,14237428,12302841,14950442,15323620
Netherlands,Europe,https://cdn.countryflags.com/thumbs/netherlands/flag-button-round-250.png,209029261,220690640,214619455,216585785,217929819,224126429,221863117,215506268,222722642,197684164,198500960,195232752,200855567,193311113,193893191,194133538,213082647,177805478,181533787,177756684,183735826,170612126,166064027,162333075,157885050,157760688,155493782,155470884
New Zealand,Oceania,https://cdn.countryflags.com/thumbs/new-zealand/flag-button-round-250.png,26593488,27030470,28671623,28716059,28950142,30543130,32219098,34013179,31533097,36087801,35436070,36630195,37530051,38471789,39919424,41527259,39476592,40221517,41675762,36332562,36963033,38271831,39263140,39354024,39820320,39529555,38659085,40244395
Nicaragua,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/nicaragua/flag-button-round-250.png,2453364,2513334,2877586,2807876,3060558,3284170,3317553,3747781,4133308,4388215,4483483,4768578,4965298,5519741,5400374,5497271,5645189,5917197,5489629,5715704,5856286,6199105,6409372,5795965,6018010,6602169,6803973,6763585
Niger,Africa,https://cdn.countryflags.com/thumbs/niger/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Nigeria,Africa,https://cdn.countryflags.com/thumbs/nigeria/flag-button-round-250.png,32804830,36438260,42304948,41185350,34067421,33605950,37395488,46159949,41571132,33248988,57801691,78210524,79899594,88261220,86636448,91459913,62048522,85559765,82050671,82605656,91822009,97147360,88129910,110989169,107580374,99126367,95079392,94394981
North Korea,Asia & the Pacific,https://cdn.countryflags.com/thumbs/north-korea/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Norway,Europe,https://cdn.countryflags.com/thumbs/norway/flag-button-round-250.png,37178785,38703874,37368673,38985308,40753059,42363328,45174541,45676697,47271581,33237614,31596628,30697588,34027931,39610873,40395751,44088974,48997368,53726854,52802440,48833530,51066983,52319550,51414055,50052986,49660762,49076521,48724532,49406037
Oman,Asia & the Pacific,https://cdn.countryflags.com/thumbs/oman/flag-button-round-250.png,11264829,11872583,12136083,13650848,15170548,15608913,15433531,15585565,16774627,15256152,16407047,15786447,18915601,24531496,20958558,21778522,34122986,38704122,40761917,41644094,41116697,45630256,58735928,62196832,61643031,63784483,63806452,62149206
Pakistan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/pakistan/flag-button-round-250.png,72806778,71622820,75830265,81711077,88819596,89467028,101065999,99678372,100597592,111129353,116079936,115775573,124000014,123125084,138095950,148413911,155138308,163543474,164157614,164777190,172165817,175074374,177784444,181398919,189585678,195767926,207886235,223567691
Palau,Asia & the Pacific,https://cdn.countryflags.com/thumbs/palau/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Palestine,Asia & the Pacific,https://vectorflags.s3-us-west-2.amazonaws.com/flags/ps-circle-01.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Panama,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/panama/flag-button-round-250.png,2542458,2565396,3298760,3477868,3838319,3197270,4372909,5246350,5887064,6348209,5869718,6312583,6269077,1804311,1864218,918603,786462,1135092,5245211,15501263,22280064,14754045,24275422,20999502,22063973,21683660,21349126,22010386
Papua New G.,Asia & the Pacific,https://cdn.countryflags.com/thumbs/papua-new-guinea/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Paraguay,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/paraguay/flag-button-round-250.png,3506625,3513853,4016206,4231372,4758803,5297394,5055061,5704022,5712197,5664932,5002365,5021780,4405086,4753622,5017103,4976408,5428501,5751255,7105389,6938402,8280306,8136303,8577026,8811219,9111691,9474669,10211259,10315563
Peru,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/peru/flag-button-round-250.png,22516388,21863587,21849657,25012529,25070922,26220350,26194914,29904714,30657021,32949981,33460625,29945442,31242436,27394758,30682374,34867828,31565859,36932336,47555877,50775629,60663796,56034795,62591795,57604847,62185829,62415286,65080805,62230285
Philippines,Asia & the Pacific,https://cdn.countryflags.com/thumbs/philippines/flag-button-round-250.png,57589206,62265010,64093834,65769300,70845847,76507287,77536652,87146249,81955684,86038784,92356027,90124774,87252832,92535105,90722195,93259866,85512686,90012302,97664119,94930444,103437995,105780907,112558470,123998460,128707111,137433275,140302800,148803109
Poland,Europe,https://cdn.countryflags.com/thumbs/poland/flag-button-round-250.png,361585961,364106170,339212592,338543313,330063760,324620828,326623777,320152669,293233129,300888896,285014656,281304110,276286324,279655131,288281231,284111267,301022643,311537208,310296395,303990043,319444541,322483825,315756564,306285486,295273028,295614363,298699238,306974575
Portugal,Europe,https://cdn.countryflags.com/thumbs/portugal/flag-button-round-250.png,53541969,56127787,59398548,59082369,60656811,64897244,62033359,66824894,71953110,76328987,80180465,78528113,81815442,78452595,82430556,86201793,80706170,75782881,74116834,67552609,65499212,62701569,57427074,55271793,55243474,57527427,57134341,60639109
Puerto Rico,Latin America & the Caribbean,https://image.flaticon.com/icons/svg/323/323292.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Qatar,Asia & the Pacific,https://cdn.countryflags.com/thumbs/qatar/flag-button-round-250.png,10294490,14782069,20871739,24157510,24015486,25374308,26150232,28239180,24467331,12920837,15382226,19328098,20628583,25042206,23179066,29740184,34317612,37672540,44820073,51280577,53885913,55005746,66975396,61793703,76033826,76959298,77938464,82322098
Romania,Europe,https://cdn.countryflags.com/thumbs/romania/flag-button-round-250.png,164731521,141506294,127604659,118735171,115777831,118704796,116712909,106861217,95180495,84469060,88925551,93866148,94663666,98176227,100447223,101404713,111755252,108107334,113342227,91405460,90290396,93368653,88375200,77485173,76894428,77457079,75530900,75642150
Russia,Europe,https://cdn.countryflags.com/thumbs/russia/flag-button-round-250.png,2430394171,2026190704,1710687629,1590205359,1349076330,1294398836,1321270114,1208189830,1143293237,1196640828,1211916624,1252683434,1222899140,1260655644,1257491677,1292663205,1312881580,1353642517,1396234800,1256485593,1340079170,1421902385,1467461282,1409424734,1405963347,1374587857,1354854800,1372658499
Rwanda,Africa,https://cdn.countryflags.com/thumbs/rwanda/flag-button-round-250.png,523321,471787,478947,482408,461025,453672,464857,481597,481394,502459,519711,521422,519503,508156,515129,514774,514420,542132,527816,558190,573354,647021,718461,782212,812737,926480,1046880,1092104
St K. & Nevis,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/saint-kitts-and-nevis/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
St Lucia,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/saint-lucia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
St V. & G.,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/saint-vincent-and-the-grenadines/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Samoa,Asia & the Pacific,https://cdn.countryflags.com/thumbs/samoa/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
San Marino,Europe,https://cdn.countryflags.com/thumbs/san-marino/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Sao Tome & P.,Africa,https://cdn.countryflags.com/thumbs/sao-tome-and-principe/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Saudi Arabia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/saudi-arabia/flag-button-round-250.png,147329418,208779187,220284534,248299530,244028164,190044975,208250872,175401700,182496133,135110922,162266568,167582904,198623449,280490739,332536951,344197223,391003083,360932808,411532374,435165713,487280844,476992611,531259831,542036929,599246058,614749228,612259504,619818757
Senegal,Africa,https://cdn.countryflags.com/thumbs/senegal/flag-button-round-250.png,3202631,3431568,3542958,3672117,3884222,3623183,4260587,4011994,4189704,4553220,4545059,5188830,6200811,5860277,6080125,6911717,6141095,6632760,6941751,5915615,8103320,8774206,9140137,9432247,10191050,10831279,11033350,11822526
Serbia,Europe,https://cdn2.iconfinder.com/data/icons/world-flag-icons/256/Flag_of_Serbia.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Seychelles,Africa,https://cdn.countryflags.com/thumbs/seychelles/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Sierra Leone,Africa,https://cdn.countryflags.com/thumbs/sierra-leone/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Singapore,Asia & the Pacific,https://cdn.countryflags.com/thumbs/singapore/flag-button-round-250.png,66974656,72508994,76730577,82198119,89416108,86934021,100290805,109518501,88726523,101879542,117560462,103338717,104069183,102335943,104747964,128278224,150382460,94766210,108811498,106630894,114901791,110034402,120569006,120470604,121784752,120910973,112969814,116626479
Slovakia,Europe,https://cdn.countryflags.com/thumbs/slovakia/flag-button-round-250.png,76174362,65360108,51385045,49569903,45786661,48225656,49845295,50664684,49585934,44159211,43775226,46407166,46108673,44880422,44958274,45099777,47970940,48706931,51715385,47123828,49160062,49734025,46231201,47217443,45942187,46865599,47292781,48545850
Slovenia,Europe,https://cdn.countryflags.com/thumbs/slovenia/flag-button-round-250.png,15451875,15982958,16097225,16584758,16747923,17853168,17780279,18233528,18576789,17357235,18105820,18244159,18560402,18521308,18501029,18997926,20808815,21341202,21722945,19845974,20631367,22386116,19225223,18938858,17814289,18062524,18519551,18659413
Solomon Islands,Asia & the Pacific,https://cdn.countryflags.com/thumbs/solomon-islands/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Somalia,Africa,https://cdn.countryflags.com/thumbs/somalia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
South Africa,Africa,https://cdn.countryflags.com/thumbs/south-africa/flag-button-round-250.png,205886008,216343376,194710490,198243648,212770569,218785233,216760353,223310975,216565654,248708806,249518020,241085684,240138547,255574609,290809480,271726224,310654462,318692570,340625422,353443235,332165753,343868472,342753595,341428281,354509776,338259479,343552093,340865425
South Korea,Asia & the Pacific,https://cdn.countryflags.com/thumbs/south-korea/flag-button-round-250.png,318234061,344900309,357820113,398913105,424906423,455519338,491763200,509276590,382360726,447570431,500952136,486113272,516677659,508553274,520242704,522326841,543234509,565548007,596961065,552304262,618111169,635929769,621159846,623396159,627421901,630785611,642134687,669122665
South Sudan,Africa,https://www.worldatlas.com/r/w728-h425-c728x425/upload/b1/9f/c9/ss-flag.jpg,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Spain,Europe,https://cdn.countryflags.com/thumbs/spain/flag-button-round-250.png,261945999,274293309,276294646,267536515,276259589,290580226,274517655,282757668,304382322,319261170,331959543,336361035,361674620,362329433,389667030,411130806,422345821,433106031,400617296,352195478,343747149,337075328,316162806,288326649,288879067,299326352,289945589,302273310
Sri Lanka,Asia & the Pacific,https://cdn.countryflags.com/thumbs/sri-lanka/flag-button-round-250.png,6017723,6524803,7497323,7700208,8359688,9062251,10300355,10210678,11217445,13829345,14824728,15804605,17446078,16833320,17929111,18739763,18161454,18057049,19749029,19887213,20861744,25632986,27295851,26504336,29532945,30815706,33626600,35279828
Sudan,Africa,https://cdn.countryflags.com/thumbs/sudan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Suriname,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/suriname/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Swaziland,Africa,https://cdn.countryflags.com/thumbs/swaziland/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Sweden,Europe,https://cdn.countryflags.com/thumbs/sweden/flag-button-round-250.png,77972517,82007418,80314073,79940983,82900609,83364779,88461601,83530505,84945073,80011828,81018499,78116466,80381845,84650811,85850455,84088380,85827967,88776386,84766372,74646184,84833898,80462194,76408052,73061362,71515710,70976112,71193771,71974026
Switzerland,Europe,https://cdn.countryflags.com/thumbs/switzerland/flag-button-round-250.png,78981506,83272970,81149420,80448027,81658657,85940251,104524138,94765801,112519205,98043117,102128293,94346344,91308037,108055623,107410982,107039370,104670798,112547121,113539974,109970407,107992820,117103584,112507078,126331060,123003280,121911018,119930272,121319028
Syria,Asia & the Pacific,https://cdn.countryflags.com/thumbs/syria/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Taiwan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/taiwan/flag-button-round-250.png,163220705,181121411,180160884,194079184,205009508,215064477,206463698,228758344,227113827,236478160,254284357,231700477,261717402,252478914,282074025,273445041,265887545,285214585,267533742,246920019,277155330,270540289,267357508,263172869,266234332,262410282,265821516,269923629
Tajikistan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/tajikistan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Tanzania,Africa,https://cdn.countryflags.com/thumbs/tanzania/flag-button-round-250.png,3423739,3635539,3565871,3931562,3728150,4100680,3878615,4544049,4397701,4606842,4893025,5233971,5716543,6248569,6888118,8067920,9271044,8887226,10254594,10445634,11517569,13698556,15880892,19332547,19727577,20058115,19531326,20493540
Thailand,Asia & the Pacific,https://cdn.countryflags.com/thumbs/thailand/flag-button-round-250.png,108687608,124434740,128599075,141011381,154210647,173088096,188190517,182155103,138110744,155575177,162784957,168517334,167233884,188975084,210565964,221768426,214940812,214272224,224311708,228061597,249206681,256078239,276877410,283609274,281769574,282686391,280342505,286608727
Timor,Asia & the Pacific,https://image.flaticon.com/icons/svg/197/197410.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Togo,Africa,https://cdn.countryflags.com/thumbs/togo/flag-button-round-250.png,1247486,1329222,1362106,1449787,1436389,1623283,1639834,1343923,1864027,1829457,1447586,1592557,1775382,2402098,2370314,2872666,3099872,4253047,3683172,4264423,4582485,4440356,7833249,6735526,6964211,7197875,7232019,7558745
Tonga,Asia & the Pacific,https://cdn.countryflags.com/thumbs/tonga/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Trinidad & T.,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/trinidad-and-tobago/flag-button-round-250.png,13082932,13231305,14552895,13704797,13162058,12594750,15701803,14612857,15510813,16739755,15695312,17209004,20062447,16735684,16188876,13240538,7135681,14684806,13631920,22367665,23107311,20271669,21140250,24866075,31202598,36822982,38202730,37192028
Tunisia,Africa,https://cdn.countryflags.com/thumbs/tunisia/flag-button-round-250.png,13752672,16794039,15926045,17140196,16494457,17079469,19563165,21748075,19513176,18518139,21204155,19746354,20353510,18999006,20062049,19786475,20829284,21101618,23527450,23143302,25076065,23937104,23460054,25169501,25929420,27362032,27305690,28473531
Turkey,Asia & the Pacific,https://cdn.countryflags.com/thumbs/turkey/flag-button-round-250.png,223326913,228632786,215101450,217176994,211489109,227720531,219939852,238096761,238172830,228368607,258610297,221304209,239687698,254082167,279358258,300966580,319643986,361729793,356092874,341804266,365355647,387586205,397402957,401028403,412376402,428763382,449746627,470355919
Turkmenistan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/turkmenistan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Tuvalu,Asia & the Pacific,https://cdn.countryflags.com/thumbs/tuvalu/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Uganda,Africa,https://cdn.countryflags.com/thumbs/uganda/flag-button-round-250.png,1515145,1544956,1611449,1786654,1680398,2001820,1732429,1939544,2705774,2796329,2346495,2857388,2513625,2954011,3079969,3530735,4276004,4430218,4932058,5707732,6100029,6402757,6579009,6813859,7408060,7809080,8144444,8326544
Ukraine,Europe,https://cdn.countryflags.com/thumbs/ukraine/flag-button-round-250.png,389249356,361714550,426386362,357559652,257165003,208354791,227927501,215871884,182579096,216325547,194190607,231504224,227830863,205275861,196065036,222109519,232042834,256239125,257221691,230464284,246622969,269145511,272659471,272857649,247704275,225214725,237603408,233177967
U.A.E,Asia & the Pacific,https://cdn.countryflags.com/thumbs/united-arab-emirates/flag-button-round-250.png,55199789,60905638,63474533,68226295,75105905,75166624,78048863,78800355,91940142,79956778,107404136,108179936,96898425,131694838,147493848,162971312,167757735,202471247,244081187,199398165,194341770,216472512,238130029,245221863,254986038,229416926,233916969,235477034
U.K,Europe,https://cdn.countryflags.com/thumbs/united-kingdom/flag-button-round-250.png,657775499,674715178,657930670,650821970,652980768,649931651,682636359,673454084,696957064,673899539,680512745,691854638,683878444,709039693,723406310,712808604,724435326,728809988,694073186,658645440,681940087,628801510,641924558,622037935,595807865,579189882,561380173,556497724
U.S.A,North America,https://cdn.countryflags.com/thumbs/united-states-of-america/flag-button-round-250.png,5099596832,5061125492,5133390725,5261391062,5367596382,5435407033,5604072960,5696773767,5849300388,6033570280,6253698194,6165296192,6277335734,6341626614,6522373901,6547817802,6551426620,6589022588,6318994853,5825449826,6039788779,6001477118,5781911115,5892960762,5939827574,5804530732,5694022304,5686553003
Uruguay,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/uruguay/flag-button-round-250.png,5084258,5574434,6204597,5658595,5419741,6097071,7442820,8223522,8796113,9846489,8303743,7638137,6031679,6415247,7594294,8047468,8725471,8550640,10749676,10129485,10130987,11476236,13490155,12838296,12344825,12070642,12114499,12233607
Uzbekistan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/uzbekistan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Vanuatu,Asia & the Pacific,https://image.flaticon.com/icons/svg/197/197489.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Vatican,Europe,https://cdn.countryflags.com/thumbs/vatican-city/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Venezuela,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/venezuela/flag-button-round-250.png,86048323,84905530,81522410,90660560,90269677,93199759,82766589,93283687,113182317,48672951,44573700,58479442,53459262,108289970,93772510,109140567,106565556,115399529,134498930,157492945,166450018,154782133,179417656,170585461,171116367,157228812,146159815,140276134
Vietnam,Asia & the Pacific,https://cdn.countryflags.com/thumbs/vietnam/flag-button-round-250.png,22457404,22430215,22570922,24902960,27756157,30465198,36841397,44706114,46401870,42386218,47282908,53941686,63326771,82513937,92324888,98548365,106404201,113746329,129966347,137685478,153181745,162344910,156840855,181896592,193625530,199716206,197121939,197101013
Yemen,Asia & the Pacific,https://cdn.countryflags.com/thumbs/yemen/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Zambia,Africa,https://cdn.countryflags.com/thumbs/zambia/flag-button-round-250.png,3559305,3656267,3655324,3853071,3854962,3973447,3788847,4975782,4501381,3647880,4458828,4257409,3999900,3972050,3664483,3727527,4430771,5182961,6499724,5996140,5685428,7106651,6714352,8330622,9070992,8924628,9363003,9661471
Zimbabwe,Africa,https://cdn.countryflags.com/thumbs/zimbabwe/flag-button-round-250.png,20126042,20833322,21626541,21247455,22933847,21302409,23491728,19162478,16493150,14860775,8979828,9848828,11272834,9394795,10415230,11285211,11351220,12736959,10380706,8192667,9093944,10183838,10637809,12138315,12759512,13010422,11808625,12530779
[WORLD AVERAGE],World,https://webcomicms.net/sites/default/files/clipart/128927/axis-cliparts-128927-7947916.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
