country,category,url,Feb 02,Feb 03,Feb 04,Feb 05,Feb 06,Feb 07,Feb 08,Feb 09,Feb 10,Feb 11,Feb 12,Feb 13,Feb 14,Feb 15,Feb 16,Feb 17,Feb 18,Feb 19,Feb 20,Feb 21,Feb 22,Feb 23,Feb 24,Feb 25,Feb 26,Feb 27,Feb 28,Feb 29,Mar 01,Mar 02,Mar 03,Mar 04,Mar 05,Mar 06,Mar 07,Mar 08,Mar 09,Mar 10,Mar 11,Mar 12,Mar 13,Mar 14,Mar 15,Mar 16,Mar 17,Mar 18,Mar 19,Mar 20,Mar 21,Mar 22,Mar 23,Mar 24,Mar 25,Mar 26,Mar 27,Mar 28,Mar 29,Mar 30,Mar 31,Apr 01,Apr 02,Apr 03,Apr 04,Apr 05,Apr 06,Apr 07,Apr 08,Apr 09,Apr 10,Apr 11,Apr 12,Apr 13,Apr 14,Apr 15,Apr 16,Apr 17,Apr 18,Apr 19,Apr 20,Apr 21,Apr 22,Apr 23,Apr 24,Apr 25,Apr 26,Apr 27,Apr 28,Apr 29,Apr 30,May 01,May 02,May 03,May 04,May 05,May 06,May 07,May 08,May 09,May 10,May 11,May 12,May 13,May 14,May 15,May 16,May 17,May 18,May 19,May 20,May 21,May 22,May 23,May 24,May 25,May 26,May 27,May 28,May 29,May 30,May 31,Jun 01,Jun 02,Jun 03,Jun 04,Jun 05,Jun 06,Jun 07,Jun 08,Jun 09,Jun 10,Jun 11,Jun 12,Jun 13,Jun 14,Jun 15,Jun 16,Jun 17,Jun 18,Jun 19,Jun 20,Jun 21,Jun 22,Jun 23,Jun 24,Jun 25,Jun 26,Jun 27,Jun 28,Jun 29,Jun 30,Jul 01,Jul 02,Jul 03,Jul 04,Jul 05,Jul 06,Jul 07,Jul 08,Jul 09,Jul 10,Jul 11,Jul 12,Jul 13,Jul 14,Jul 15,Jul 16,Jul 17,Jul 18,Jul 19,Jul 20,Jul 21,Jul 22,Jul 23,Jul 24,Jul 25,Jul 26,Jul 27,Jul 28,Jul 29,Jul 30,Jul 31,Aug 01,Aug 02,Aug 03,Aug 04,Aug 05,Aug 06,Aug 07,Aug 08,Aug 09,Aug 10,Aug 11,Aug 12,Aug 13,Aug 14,Aug 15,Aug 16,Aug 17,Aug 18,Aug 19,Aug 20,Aug 21,Aug 22,Aug 23,Aug 24,Aug 25,Aug 26,Aug 27,Aug 28,Aug 29,Aug 30,Aug 31,Sep 01,Sep 02,Sep 03,Sep 04,Sep 05,Sep 06,Sep 07,Sep 08,Sep 09,Sep 10,Sep 11,Sep 12,Sep 13,Sep 14,Sep 15,Sep 16,Sep 17,Sep 18,Sep 19,Sep 20,Sep 21,Sep 22,Sep 23,Sep 24,Sep 25,Sep 26,Sep 27,Sep 28,Sep 29,Sep 30,Oct 01,Oct 02,Oct 03,Oct 04,Oct 05,Oct 06,Oct 07,Oct 08,Oct 09,Oct 10,Oct 11,Oct 12,Oct 13,Oct 14,Oct 15,Oct 16,Oct 17,Oct 18,Oct 19,Oct 20,Oct 21,Oct 22,Oct 23,Oct 24,Oct 25,Oct 26,Oct 27,Oct 28,Oct 29,Oct 30,Oct 31,Nov 01,Nov 02,Nov 03,Nov 04,Nov 05,Nov 06,Nov 07,Nov 08,Nov 09,Nov 10,Nov 11,Nov 12,Nov 13,Nov 14,Nov 15,Nov 16,Nov 17,Nov 18,Nov 19,Nov 20,Nov 21,Nov 22,Nov 23,Nov 24,Nov 25,Nov 26,Nov 27,Nov 28,Nov 29,Nov 30,Dec 01,Dec 02,Dec 03,Dec 04,Dec 05,Dec 06,Dec 07,Dec 08,Dec 09,Dec 10,Dec 11,Dec 12,Dec 13,Dec 14,Dec 15,Dec 16,Dec 17,Dec 18,Dec 19,Dec 20,Dec 21,Dec 22,Dec 23
Denmark,Europe,https://cdn.countryflags.com/thumbs/denmark/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",62.0,82.0,129.0,153.0,186.0,206.0,232.0,254.0,301.0,350.0,386.0,430.0,459.0,499.0,533.0,529.0,535.0,531.0,516.0,503.0,498.0,497.0,472.0,453.0,433.0,401.0,408.0,396.0,388.0,380.0,362.0,353.0,350.0,317.0,319.0,336.0,335.0,324.0,319.0,320.0,290.0,285.0,310.0,284.0,267.0,255.0,249.0,232.0,243.0,252.0,228.0,209.0,199.0,205.0,194.0,196.0,198.0,177.0,164.0,147.0,137.0,140.0,133.0,144.0,141.0,127.0,122.0,119.0,118.0,115.0,116.0,112.0,107.0,110.0,106.0,100.0,98.0,103.0,99.0,100.0,97.0,85.0,81.0,75.0,79.0,73.0,17.0,13.0,12.0,9.0,49.0,46.0,43.0,39.0,38.0,37.0,39.0,38.0,37.0,32.0,33.0,36.0,31.0,"","","","",29.0,29.0,27.0,26.0,24.0,23.0,17.0,18.0,18.0,17.0,15.0,18.0,18.0,17.0,19.0,17.0,20.0,16.0,19.0,18.0,18.0,16.0,19.0,16.0,17.0,23.0,22.0,22.0,21.0,18.0,18.0,16.0,20.0,24.0,24.0,23.0,24.0,25.0,21.0,20.0,23.0,20.0,16.0,13.0,14.0,14.0,12.0,16.0,18.0,16.0,20.0,22.0,22.0,19.0,20.0,21.0,19.0,19.0,21.0,21.0,21.0,23.0,20.0,15.0,17.0,18.0,16.0,27.0,29.0,28.0,30.0,35.0,44.0,43.0,47.0,50.0,56.0,51.0,60.0,58.0,62.0,67.0,75.0,79.0,78.0,95.0,101.0,97.0,95.0,110.0,107.0,102.0,109.0,106.0,105.0,105.0,120.0,124.0,116.0,115.0,106.0,103.0,102.0,107.0,103.0,104.0,104.0,110.0,110.0,119.0,129.0,128.0,122.0,124.0,125.0,120.0,127.0,145.0,137.0,136.0,139.0,144.0,147.0,156.0,174.0,169.0,184.0,182.0,191.0,187.0,188.0,196.0,211.0,216.0,239.0,236.0,243.0,259.0,267.0,259.0,248.0,255.0,244.0,237.0,254.0,261.0,255.0,251.0,244.0,254.0,249.0,256.0,259.0,254.0,266.0,267.0,293.0,279.0,302.0,328.0,354.0,349.0,342.0,361.0,371.0,390.0,429.0,439.0,493.0,516.0,568.0,606.0,661.0,"","",""
Djibouti,Africa,https://cdn.countryflags.com/thumbs/djibouti/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Dominica,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/dominica/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Dominican Rep.,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/dominican-republic/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Ecuador,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/ecuador/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Egypt,Africa,https://cdn.countryflags.com/thumbs/egypt/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
El Salvador,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/el-salvador/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Equatorial Guinea,Africa,https://cdn.countryflags.com/thumbs/equatorial-guinea/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Eritrea,Africa,https://cdn.countryflags.com/thumbs/eritrea/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Estonia,Europe,https://cdn.countryflags.com/thumbs/estonia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,6.0,10.0,14.0,20.0,24.0,25.0,28.0,36.0,40.0,47.0,52.0,59.0,72.0,88.0,95.0,102.0,93.0,97.0,118.0,134.0,135.0,132.0,140.0,130.0,136.0,143.0,150.0,153.0,146.0,144.0,132.0,125.0,118.0,123.0,124.0,121.0,110.0,110.0,108.0,100.0,97.0,96.0,90.0,87.0,77.0,72.0,75.0,77.0,77.0,69.0,66.0,60.0,56.0,48.0,49.0,47.0,46.0,45.0,42.0,41.0,39.0,41.0,42.0,41.0,38.0,37.0,37.0,38.0,40.0,40.0,37.0,31.0,31.0,33.0,27.0,28.0,27.0,22.0,21.0,21.0,17.0,14.0,14.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0,15.0,14.0,12.0,13.0,10.0,8.0,8.0,6.0,6.0,6.0,7.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,7.0,6.0,7.0,7.0,10.0,10.0,11.0,9.0,12.0,11.0,10.0,10.0,12.0,9.0,9.0,9.0,9.0,8.0,10.0,9.0,7.0,7.0,7.0,7.0,7.0,9.0,13.0,14.0,14.0,16.0,19.0,19.0,19.0,22.0,20.0,22.0,22.0,32.0,27.0,31.0,30.0,30.0,30.0,32.0,36.0,35.0,37.0,37.0,37.0,41.0,41.0,40.0,39.0,45.0,36.0,30.0,31.0,32.0,32.0,34.0,36.0,37.0,33.0,33.0,36.0,30.0,29.0,33.0,29.0,28.0,29.0,30.0,36.0,33.0,35.0,40.0,42.0,43.0,47.0,46.0,46.0,56.0,57.0,54.0,63.0,66.0,68.0,69.0,79.0,84.0,84.0,95.0,94.0,99.0,112.0,126.0,134.0,157.0,159.0,169.0,167.0,177.0,194.0,198.0,198.0,205.0,218.0,214.0,219.0,225.0,224.0,241.0,258.0,270.0,261.0,263.0,255.0,276.0,274.0,287.0,307.0,317.0,324.0,328.0,331.0,332.0,347.0,381.0,"","",""
Ethiopia,Africa,https://cdn.countryflags.com/thumbs/ethiopia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Fiji,Asia & the Pacific,https://cdn.countryflags.com/thumbs/fiji/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Finland,Europe,https://cdn.countryflags.com/thumbs/finland/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,"","","",82.0,96.0,108.0,112.0,134.0,143.0,137.0,159.0,160.0,180.0,187.0,209.0,228.0,231.0,239.0,244.0,236.0,235.0,235.0,230.0,232.0,226.0,215.0,208.0,199.0,192.0,209.0,202.0,199.0,206.0,199.0,190.0,189.0,187.0,200.0,208.0,187.0,185.0,182.0,185.0,197.0,195.0,188.0,174.0,169.0,161.0,162.0,161.0,152.0,157.0,143.0,118.0,120.0,118.0,117.0,112.0,118.0,110.0,113.0,104.0,106.0,104.0,95.0,87.0,83.0,74.0,71.0,68.0,68.0,62.0,51.0,50.0,51.0,39.0,40.0,38.0,28.0,28.0,25.0,23.0,26.0,26.0,22.0,22.0,26.0,"","","","",21.0,"",22.0,"",24.0,"","",23.0,"",24.0,"",20.0,"","",19.0,"",19.0,"",6.0,"","",8.0,"",7.0,"",6.0,"","",6.0,6.0,4.0,"",4.0,"","",5.0,"",4.0,"",8.0,"","",9.0,6.0,6.0,"",3.0,"","",5.0,"",7.0,"",6.0,"","",5.0,"",8.0,"",11.0,"","",12.0,"",5.0,"",11.0,"","",10.0,"",9.0,"",14.0,"","",16.0,"",6.0,"",8.0,"","",10.0,"",14.0,"",16.0,"","",19.0,"",22.0,"",21.0,"","",22.0,"",19.0,"",21.0,"","",28.0,"",31.0,"",37.0,"","",46.0,"",48.0,"",56.0,"","",62.0,"",65.0,"",70.0,"","",74.0,"",65.0,"",58.0,"","",70.0,"",65.0,"",68.0,"","",86.0,"",73.0,"",73.0,"","",80.0,"",90.0,"",104.0,"","",120.0,"",134.0,"",152.0,"","",175.0,"",165.0,"",141.0,"","",223.0,240.0,233.0,244.0,240.0,"","",276.0,284.0,268.0,264.0,263.0,"","","","",""
France,Europe,https://cdn.countryflags.com/thumbs/france/flag-button-round-250.png,6.0,6.0,6.0,6.0,6.0,11.0,11.0,11.0,11.0,11.0,11.0,8.0,"",7.0,"","","",4.0,11.0,1.0,"",1.0,"",2.0,4.0,24.0,"",86.0,116.0,"","","","","","","","","","","","","",400.0,"",2579.0,2972.0,4073.0,5226.0,5900.0,6954.0,8673.0,10163.0,12072.0,13879.0,15701.0,17580.0,19311.0,20946.0,22672.0,24543.0,26131.0,27302.0,28003.0,28747.0,29569.0,29871.0,30217.0,30608.0,31108.0,31159.0,31665.0,31952.0,32131.0,31623.0,31172.0,31061.0,30515.0,30486.0,30462.0,29984.0,29627.0,29113.0,28554.0,28119.0,28114.0,27954.0,27607.0,26736.0,26192.0,25809.0,25751.0,25739.0,25472.0,24701.0,23912.0,23139.0,22657.0,22547.0,22502.0,22219.0,21530.0,21009.0,20401.0,19801.0,19372.0,19302.0,18956.0,18409.0,17882.0,17527.0,17327.0,17122.0,17129.0,16742.0,16209.0,15627.0,15155.0,14643.0,14329.0,14271.0,14237.0,13978.0,13465.0,13054.0,12650.0,12433.0,12415.0,12269.0,11915.0,11632.0,11420.0,11079.0,10864.0,10836.0,10707.0,10490.0,10222.0,10080.0,9925.0,9792.0,9778.0,9648.0,9446.0,9254.0,9096.0,8841.0,8715.0,8727.0,8643.0,8491.0,8291.0,8103.0,7946.0,7863.0,7863.0,7806.0,7550.0,7254.0,7134.0,7020.0,6995.0,6991.0,6941.0,6907.0,6873.0,6754.0,6646.0,6614.0,6583.0,6547.0,6440.0,6324.0,5915.0,5678.0,5634.0,5640.0,5614.0,5510.0,5409.0,5334.0,5257.0,5177.0,5188.0,5157.0,5121.0,5107.0,5019.0,4970.0,4981.0,4992.0,5004.0,4971.0,4850.0,4824.0,4788.0,4817.0,4820.0,4885.0,4783.0,4781.0,4723.0,4720.0,4685.0,4683.0,4664.0,4578.0,4535.0,4517.0,4517.0,4512.0,4517.0,4564.0,4586.0,4614.0,4625.0,4653.0,4667.0,4697.0,4889.0,4942.0,4985.0,5077.0,5136.0,5176.0,5228.0,5479.0,5660.0,5800.0,5825.0,5800.0,5493.0,5356.0,5597.0,5777.0,5913.0,6012.0,6110.0,6154.0,6235.0,6397.0,6482.0,6572.0,6634.0,6740.0,6740.0,6964.0,7276.0,7377.0,7514.0,7603.0,7843.0,7976.0,8231.0,8671.0,8928.0,9173.0,9584.0,10021.0,10399.0,10897.0,11640.0,12435.0,13162.0,14009.0,14985.0,15637.0,16454.0,17761.0,18955.0,20184.0,21160.0,22153.0,23013.0,24008.0,25120.0,26242.0,27511.0,28403.0,28955.0,29396.0,30217.0,31098.0,31477.0,31918.0,32654.0,32676.0,32468.0,33050.0,33466.0,33139.0,32811.0,32314.0,31875.0,31365.0,31522.0,31449.0,30594.0,29944.0,29282.0,28620.0,28139.0,28284.0,28229.0,27611.0,26986.0,26675.0,26283.0,26040.0,26262.0,26333.0,25882.0,25526.0,25199.0,24943.0,24948.0,25207.0,25449.0,25207.0,25282.0,25149.0,24945.0,24819.0,24961.0,"","",""
Gabon,Africa,https://cdn.countryflags.com/thumbs/gabon/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Gambia,Africa,https://cdn.countryflags.com/thumbs/gambia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Georgia,Europe,https://cdn.countryflags.com/thumbs/georgia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Germany,Europe,https://cdn.countryflags.com/thumbs/germany/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Ghana,Africa,https://cdn.countryflags.com/thumbs/ghana/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Gibraltar,Europe,http://img.freeflagicons.com/thumb/round_icon/gibraltar/gibraltar_640.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Greece,Europe,https://cdn.countryflags.com/thumbs/greece/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Greenland,North America,https://image.flaticon.com/icons/svg/197/197453.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Grenada,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/grenada/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
