country,category,url,Dec 15,Dec 16,Dec 17,Dec 18,Dec 19,Dec 20,Dec 21,Dec 22,Dec 23,Dec 24,Dec 25,Dec 26,Dec 27,Dec 28,Dec 29,Dec 30,Jan 01,Jan 02,Jan 03,Jan 04,Jan 05,Jan 06,Jan 07,Jan 08,Jan 09,Jan 10,Jan 11,Jan 12,Jan 13,Jan 14,Jan 15,Jan 16,Jan 17,Jan 18,Jan 19,Jan 20,Jan 21,Jan 22,Jan 23,Jan 24,Jan 25,Jan 26,Jan 27,Jan 28,Jan 29,Jan 30
Mali,Africa,https://cdn.countryflags.com/thumbs/mali/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Malta,Europe,https://cdn.countryflags.com/thumbs/malta/flag-button-round-250.png,,,,,,,,,,,,,,0.03,,,,,,0.44,,,,,,,1.1,,,,2.15,,2.65,2.94,3.23,3.47,3.74,4.02,4.29,4.53,4.8,5.07,5.33,5.59,5.85,""
Marshall Islands,Asia & the Pacific,https://cdn.countryflags.com/thumbs/marshall-islands/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Mauritania,Africa,https://cdn.countryflags.com/thumbs/mauritania/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Mauritius,Africa,https://cdn.countryflags.com/thumbs/mauritius/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Mexico,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/mexico/flag-button-round-250.png,,,,,,,,,,0.0,,,0.01,0.01,0.01,0.02,,,,0.03,0.04,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.15,0.26,0.32,0.36,0.37,0.38,0.39,0.39,0.43,0.48,0.48,0.49,0.5,0.51,0.51,0.51,0.51,
Moldova,Europe,https://cdn.countryflags.com/thumbs/moldova/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Monaco,Europe,https://cdn.countryflags.com/thumbs/monaco/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Mongolia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/mongolia/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Montenegro,Europe,https://symondsflags.com/wp-content/uploads/2014/09/montenegro-flag.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Morocco,Africa,https://cdn.countryflags.com/thumbs/morocco/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Mozambique,Africa,https://cdn.countryflags.com/thumbs/mozambique/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Myanmar,Asia & the Pacific,https://cdn.countryflags.com/thumbs/myanmar/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.01,,,""
Namibia,Africa,https://cdn.countryflags.com/thumbs/namibia/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Nauru,Asia & the Pacific,https://cdn.countryflags.com/thumbs/nauru/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Nepal,Asia & the Pacific,https://cdn.countryflags.com/thumbs/nepal/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,Europe,https://cdn.countryflags.com/thumbs/netherlands/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,0.04,0.09,0.16,0.18,0.2,0.21,0.26,0.27,,0.32,,0.45,,,0.58,,0.79,,0.86,0.96,1.01,1.08,1.19,1.26,1.32
New Zealand,Oceania,https://cdn.countryflags.com/thumbs/new-zealand/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Nicaragua,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/nicaragua/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Niger,Africa,https://cdn.countryflags.com/thumbs/niger/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Nigeria,Africa,https://cdn.countryflags.com/thumbs/nigeria/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
North Korea,Asia & the Pacific,https://cdn.countryflags.com/thumbs/north-korea/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Norway,Europe,https://cdn.countryflags.com/thumbs/norway/flag-button-round-250.png,,,,,,,,,,,,,0.0,0.01,0.03,0.04,0.04,0.04,0.04,0.04,0.1,0.27,0.39,0.42,0.42,0.42,0.43,0.51,0.69,0.84,0.92,0.94,0.94,0.97,1.07,1.26,1.42,1.47,1.48,1.48,1.49,1.57,1.88,2.15,,""
Oman,Asia & the Pacific,https://cdn.countryflags.com/thumbs/oman/flag-button-round-250.png,,,,,,,,,,,,,,0.03,0.07,0.1,,0.14,0.17,0.21,0.25,0.27,0.29,0.29,0.29,0.31,0.36,0.4,0.45,0.47,,0.49,0.5,0.52,0.55,0.58,,,0.6,0.64,0.68,0.71,0.73,,,""
Pakistan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/pakistan/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Palau,Asia & the Pacific,https://cdn.countryflags.com/thumbs/palau/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Palestine,Asia & the Pacific,https://vectorflags.s3-us-west-2.amazonaws.com/flags/ps-circle-01.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Panama,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/panama/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.06,0.12,0.13,0.15,,,,,,""
Papua New G.,Asia & the Pacific,https://cdn.countryflags.com/thumbs/papua-new-guinea/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Paraguay,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/paraguay/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Peru,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/peru/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Philippines,Asia & the Pacific,https://cdn.countryflags.com/thumbs/philippines/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,Europe,https://cdn.countryflags.com/thumbs/poland/flag-button-round-250.png,,,,,,,,,,,,,,0.01,0.02,0.1,,0.13,0.13,0.24,0.37,0.42,0.5,0.53,0.53,0.54,0.68,0.82,0.98,1.08,1.15,1.21,1.24,1.31,1.43,1.56,1.7,1.81,1.85,1.87,2.05,2.39,2.66,2.9,3.02,""
Portugal,Europe,https://cdn.countryflags.com/thumbs/portugal/flag-button-round-250.png,,,,,,,,,,,,,,0.05,0.16,0.26,,,0.31,,,0.41,,0.69,,,,,,,1.04,,,,,,,2.08,2.28,,,2.58,2.73,2.9,3.1,3.24
Puerto Rico,Latin America & the Caribbean,https://image.flaticon.com/icons/svg/323/323292.svg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Qatar,Asia & the Pacific,https://cdn.countryflags.com/thumbs/qatar/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Romania,Europe,https://cdn.countryflags.com/thumbs/romania/flag-button-round-250.png,,,,,,,,,,,,,,0.01,0.01,0.03,0.06,0.07,0.07,0.13,0.22,0.3,0.4,0.48,0.53,0.56,0.65,0.73,0.8,0.87,0.95,1.02,1.07,1.22,1.4,1.6,1.81,2.01,2.18,2.32,2.52,2.75,2.97,3.17,3.36,3.5
Russia,Europe,https://cdn.countryflags.com/thumbs/russia/flag-button-round-250.png,0.02,,,,,,,0.04,,,,,,,,,,0.55,,,,,,,,,,,0.69,,,,,,,,,,,,,,,,,""
Rwanda,Africa,https://cdn.countryflags.com/thumbs/rwanda/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
St K. & Nevis,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/saint-kitts-and-nevis/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
St Lucia,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/saint-lucia/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
St V. & G.,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/saint-vincent-and-the-grenadines/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Samoa,Asia & the Pacific,https://cdn.countryflags.com/thumbs/samoa/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
San Marino,Europe,https://cdn.countryflags.com/thumbs/san-marino/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Sao Tome & P.,Africa,https://cdn.countryflags.com/thumbs/sao-tome-and-principe/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Saudi Arabia,Asia & the Pacific,https://cdn.countryflags.com/thumbs/saudi-arabia/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,0.29,0.4,,,,0.51,,,,,,0.85,,,,,,,,,,,,1.12,""
Senegal,Africa,https://cdn.countryflags.com/thumbs/senegal/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Serbia,Europe,https://cdn2.iconfinder.com/data/icons/world-flag-icons/256/Flag_of_Serbia.png,,,,,,,,,,,,,,,,,,,,,,,,0.1,,0.14,,,,0.27,,,,,,0.66,1.25,1.76,2.4,3.2,3.77,4.7,5.32,5.9,6.33,""
Seychelles,Africa,https://cdn.countryflags.com/thumbs/seychelles/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,2.03,,4.07,7.12,,,11.16,13.39,,17.18,18.66,,20.22,21.0,26.02,29.26,31.38,""
Sierra Leone,Africa,https://cdn.countryflags.com/thumbs/sierra-leone/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Singapore,Asia & the Pacific,https://cdn.countryflags.com/thumbs/singapore/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,0.11,,,,,,,,,,1.03,,,,,,1.93,,
Slovakia,Europe,https://cdn.countryflags.com/thumbs/slovakia/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,0.0,0.01,0.12,0.25,0.38,0.41,0.46,0.54,0.73,0.85,0.99,1.12,1.15,1.15,1.31,1.44,1.57,1.7,1.81,1.82,1.77,1.88,2.0,2.12,2.27,2.44,""
Slovenia,Europe,https://cdn.countryflags.com/thumbs/slovenia/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,0.29,0.35,0.43,0.59,0.79,0.94,0.96,0.99,1.08,1.18,1.42,1.69,1.96,1.99,2.02,2.07,2.11,2.24,2.51,2.64,2.68,2.69,2.77,2.93,3.13,3.41,3.64,""
Solomon Islands,Asia & the Pacific,https://cdn.countryflags.com/thumbs/solomon-islands/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Somalia,Africa,https://cdn.countryflags.com/thumbs/somalia/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
South Africa,Africa,https://cdn.countryflags.com/thumbs/south-africa/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
South Korea,Asia & the Pacific,https://cdn.countryflags.com/thumbs/south-korea/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,Africa,https://www.worldatlas.com/r/w728-h425-c728x425/upload/b1/9f/c9/ss-flag.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Spain,Europe,https://cdn.countryflags.com/thumbs/spain/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,0.18,0.3,,0.44,0.59,,,0.87,1.04,1.24,1.45,1.64,,,1.92,2.07,2.19,2.36,2.49,,2.65,2.76,2.9,2.98,3.15,,""
Sri Lanka,Asia & the Pacific,https://cdn.countryflags.com/thumbs/sri-lanka/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02,0.18
Sudan,Africa,https://cdn.countryflags.com/thumbs/sudan/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Suriname,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/suriname/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Swaziland,Africa,https://cdn.countryflags.com/thumbs/swaziland/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Sweden,Europe,https://cdn.countryflags.com/thumbs/sweden/flag-button-round-250.png,,,,,,,,,,,,,0.0,,,,,,0.05,,,,,,,0.33,,,,,,,0.96,,,,,,,1.88,,,,2.28,2.47,""
Switzerland,Europe,https://cdn.countryflags.com/thumbs/switzerland/flag-button-round-250.png,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.76,,,,,1.27,,1.96,,,2.28,,,,,3.03,
Syria,Asia & the Pacific,https://cdn.countryflags.com/thumbs/syria/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Taiwan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/taiwan/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/tajikistan/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Tanzania,Africa,https://cdn.countryflags.com/thumbs/tanzania/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Thailand,Asia & the Pacific,https://cdn.countryflags.com/thumbs/thailand/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timor,Asia & the Pacific,https://image.flaticon.com/icons/svg/197/197410.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Togo,Africa,https://cdn.countryflags.com/thumbs/togo/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Tonga,Asia & the Pacific,https://cdn.countryflags.com/thumbs/tonga/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Trinidad & T.,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/trinidad-and-tobago/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Tunisia,Africa,https://cdn.countryflags.com/thumbs/tunisia/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Turkey,Asia & the Pacific,https://cdn.countryflags.com/thumbs/turkey/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.33,0.73,0.8,0.84,0.99,1.13,1.25,1.33,1.43,1.45,1.48,1.54,1.67,1.81,2.01,2.29,2.32
Turkmenistan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/turkmenistan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Tuvalu,Asia & the Pacific,https://cdn.countryflags.com/thumbs/tuvalu/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Uganda,Africa,https://cdn.countryflags.com/thumbs/uganda/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Ukraine,Europe,https://cdn.countryflags.com/thumbs/ukraine/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
U.A.E,Asia & the Pacific,https://cdn.countryflags.com/thumbs/united-arab-emirates/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,8.35,,8.98,9.52,10.32,10.99,11.8,12.9,14.1,15.45,16.84,18.18,19.04,19.93,20.88,21.85,22.71,23.65,24.54,25.15,26.0,27.07,27.95,29.0,30.4,31.49
U.K,Europe,https://cdn.countryflags.com/thumbs/united-kingdom/flag-button-round-250.png,,,,,,0.99,,,,,,,1.47,,,,,,2.05,,,,,,,3.94,4.19,4.52,4.94,5.42,5.9,6.31,6.65,6.96,7.47,8.01,8.62,9.32,10.05,10.38,10.79,11.25,11.72,12.33,13.05,""
U.S.A,North America,https://cdn.countryflags.com/thumbs/united-states-of-america/flag-button-round-250.png,,,,,,0.17,0.19,,0.3,,,0.59,,0.64,,0.84,,1.28,,1.38,1.46,1.6,1.79,2.02,,,2.72,2.82,3.11,3.37,3.71,,,,4.75,4.99,5.3,5.77,6.2,6.6,6.87,7.11,7.45,7.91,8.42,
Uruguay,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/uruguay/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Uzbekistan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/uzbekistan/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Vanuatu,Asia & the Pacific,https://image.flaticon.com/icons/svg/197/197489.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Vatican,Europe,https://cdn.countryflags.com/thumbs/vatican-city/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Venezuela,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/venezuela/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Vietnam,Asia & the Pacific,https://cdn.countryflags.com/thumbs/vietnam/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen,Asia & the Pacific,https://cdn.countryflags.com/thumbs/yemen/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Zambia,Africa,https://cdn.countryflags.com/thumbs/zambia/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
Zimbabwe,Africa,https://cdn.countryflags.com/thumbs/zimbabwe/flag-button-round-250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
[WORLD AVERAGE],World,https://webcomicms.net/sites/default/files/clipart/128927/axis-cliparts-128927-7947916.png,0.02,,,,0.02,0.04,0.04,0.04,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.08,0.13,0.16,0.17,0.18,0.2,0.21,0.22,0.24,0.3,0.32,0.36,0.38,0.43,0.46,0.49,0.51,0.52,0.54,0.6,0.7,0.74,0.78,0.82,0.85,0.89,0.92,1.06,1.12,1.17,
