country,category,url,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Afghanistan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/afghanistan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.014702304710000001,0.01557686654,0.01744137994,0.01620382477,0.01498261396,0.02263964309,0.022293407930000002,0.027658662150000003,0.03188523497,0.03778177384,0.043436278110000004,0.05861457817,0.09756097657,0.084535651,0.09453282115,0.1179568503,0.1299053403,0.118512953,0.0959630146,0.1020022438,0.1199990341,0.09625607425,0.04931018296,0.07919114608,0.07598197409,0.0969914434,0.1014431216,0.1059090101,0.13406660210000002,0.08075724370000001,0.057914518160000004,0.06174060426,0.07332850962000001,0.07546147121,0.07921028877000001,0.08262703706,0.08892542876000001,0.09360893893,0.07709794593,0.06952636448,0.05526975674,0.046644388640000006,0.020111461429999998,0.02032744058,0.02075904924,0.0214362568,0.02240040714,0.0235786004,0.02426764002,0.02659214249,0.02739782154,0.008448124417,0.006508864203,0.010337832049999999,0.009603556519,0.008967219073,0.009208527870999999,0.06219602325,0.08661115843,0.1216345233,0.1714785575,0.166252388,0.1664469087,0.1620696415,0.15801596799999998,"",""
Albania,Europe,https://cdn.countryflags.com/thumbs/albania/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.05643674263,"",0.01365939597,"",0.1321199629,0.16440116130000001,0.2443372014,0.31704088789999996,0.43858135420000005,0.5589889279,0.6249049983,0.6403617301000001,0.6752418057999999,0.6662516022,0.7240067039000001,0.6977724135,0.7051044472,0.5728827322,0.6447117189000001,0.7105731494,0.8233850327000001,0.8146323703,0.8621116828000001,1.147682986,1.14699401,1.247749253,1.33645897,1.4315573449999999,1.467025361,1.434921791,1.486587071,1.5358108110000002,1.614367106,2.1698703249999998,1.3117325770000001,1.3964190040000002,1.512209083,1.6141983970000002,1.7181628020000002,1.7974428150000001,1.7674457520000002,1.695736992,1.6943592470000002,1.671751024,1.5646190899999999,0.8231248071,0.28013153640000005,0.1664119325,0.13358714730000001,0.0638683847,0.09063825242,0.032837372670000003,0.04111446894,0.040958809539999995,0.02502546117,0.01751536699,0.06429258048,0.06780689809000001,0.0680971038,0.0541295761,0.05456993823,0.05511897489,0.07399418415,0.01230663953,0.01239917396,0.008008660045,0.01783725286,0.01717422228,0.01643974459,"",""
Algeria,Africa,https://cdn.countryflags.com/thumbs/algeria/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.236735747,0.22243883180000001,0.23761227099999999,0.255340979,0.2566961591,0.2492890208,0.24020661440000002,0.1862371445,0.11774627940000001,0.09154802118000001,0.08708213601999999,0.04711202523,0.03690909811,0.02581180581,0.030455995260000004,0.02901294026,0.002508731138,0.01036355844,"",0.010935676770000001,0.007273728776,0.007618527445,0.006353086438,0.0066964145110000005,0.006513957341000001,0.005846634878,0.003788661752,0.002761192309,0.002235024785,0.0021696881060000004,0.002588906652,0.0025102478160000004,0.0024331389240000003,0.00235834075,0.002286648175,0.0025354828,0.002769529525,0.00239216115,0.0029082950310000003,0.004247382855,0.00276004558,0.004039981692,0.003946824326,0.005147821159,0.005043276781,0.005621244045,0.003013267128,0.0025074141499999997,0.00179657468,0.001107176184,"","","","","","","","","","","","","","","","",""
Andorra,Europe,https://cdn.countryflags.com/thumbs/andorra/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Angola,Africa,https://cdn.countryflags.com/thumbs/angola/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Antigua & B.,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/antigua-and-barbuda/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Argentina,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/argentina/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.000490765375,0.000484357612,0.000476521525,0.001875355376,0.004151762318,0.002267965301,0.001337790058,0.001315228632,0.006026852528000001,0.007575368553,0.007380745355,0.01040413669,0.01568015563,0.043022306829999996,0.03125619768,0.03435303267,0.04930700601,0.05768150675,0.08082252026,0.08977887136,0.10183227560000001,0.09019977332000001,0.1113618512,0.09220256282,0.06570267169999999,0.1037841809,0.1151849331,0.1083669965,0.1212033376,0.1392559501,0.1491421966,0.17634478050000002,0.17800424010000002,0.1921816072,0.1233026268,0.1675271998,0.132165595,0.1594076579,0.1360900783,0.1091909543,0.1802198097,0.07904950105,0.09939305209,0.1011884927,0.09399677257000001,0.09672101347999999,0.0749857116,0.06720105347000001,0.06783114863,0.09173517852,0.09093409872,0.04821354549,0.05011366624,0.03922733774000001,0.03199720925,0.06581398875,0.05696199111,0.05738584031,0.04559677358,0.05211702461,0.059849402069999995,0.04573507615,0.03251822733,0.01666455217,0.015183568080000001,0.008606493748,0.004173949447,0.023295066899999998,0.017986433479999998,0.01499971411,0.01313557067,0.0103051272,0.014120325940000001,0.01242014485,0.01035004084,0.011247588110000001,"",""
Armenia,Europe,https://cdn.countryflags.com/thumbs/armenia/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Australia,Oceania,https://cdn.countryflags.com/thumbs/australia/flag-button-round-250.png,11.36571528,12.07951724,11.86439748,12.15493522,11.56579049,12.463771500000002,14.09116525,15.619160599999999,16.17218298,12.74088397,14.819160140000001,15.61481807,16.757063579999997,17.14704685,16.79493433,15.287556780000001,13.183990640000001,13.73806427,14.45819126,13.51960348,15.99285487,15.64236591,14.62735723,14.684067740000001,15.8008935,15.65705272,14.99221282,15.16986824,13.17019328,11.506096970000002,10.555181000000001,9.454563602,9.734575788,10.15314444,10.57608627,11.637592269999999,12.34159649,13.05701932,12.69853333,14.305589330000002,12.68498216,14.99635868,15.643013940000001,14.91123958,14.336862510000001,13.52099579,14.37570123,15.16233333,15.03960441,14.30910347,15.81198534,16.37334275,17.44135966,16.28178502,17.169945820000002,16.65846441,16.3913798,16.40292355,16.49658439,16.29098239,17.77419303,18.552078610000002,18.619733649999997,18.8000005,19.9783161,22.11812687,22.73305547,23.21936594,25.220846440000003,27.07333516,28.049490549999998,25.860094750000002,30.850140749999998,31.04032515,32.284889299999996,33.40563393000001,36.76972749,38.58708915,38.3758103,39.68539558,34.44883781,40.8038669,41.02274698,45.91550277,49.10385054,52.108685230000006,55.80089718,62.20651839,53.84585694,58.89002011,61.681468009999996,65.38259114,67.11197643,66.61447168000001,67.77478246,72.35586914,72.78055735000001,81.81701844,86.75842057,88.07269216,92.67620902,101.1379386,102.9878305,102.51514470000001,105.31223480000001,109.1300141,108.8707681,112.6403167,110.87215700000002,113.2973882,116.1998134,108.4312619,111.1950639,117.64461610000001,121.4850014,149.502781,144.2667385
Austria,Europe,https://cdn.countryflags.com/thumbs/austria/flag-button-round-250.png,28.8842492,30.19041519,28.73615521,29.042678360000004,29.122660500000002,30.186051340000002,31.90901672,33.326063090000005,33.306145060000006,32.371144380000004,31.6020422,32.15747217,34.195437850000005,35.397750480000006,31.951097,31.80891334,22.3962264,1.4280076050000001,1.393074936,1.3204581659999999,1.606332823,1.641976756,2.058815023,1.779026881,1.8499883010000002,1.951528332,1.920419137,1.999669559,2.140986819,2.293122673,2.029562647,1.9912084850000003,2.0467430540000002,2.0112379320000002,1.9280061940000002,2.00817978,1.946382656,2.12724995,2.180203943,2.312562243,2.3545508490000002,2.294168221,2.272159363,2.394884797,2.306330193,1.257551622,1.4510919770000001,1.777760967,2.0581222969999997,2.333224929,2.6088493450000003,3.0047663680000003,3.103448579,3.2883672710000003,3.697184859,3.869584326,3.917255108,3.9719062560000005,3.735606668,3.5630213640000004,3.4082749480000003,3.190030856,3.1891715709999997,3.355477079,3.128252806,2.94047566,2.793118392,2.414613009,2.1642820510000003,1.9796044670000001,1.882188975,1.9247422690000002,1.909809841,1.8414737749999999,1.834304345,1.71447564,1.621969884,1.57894066,1.554487057,1.386987103,1.157801362,1.237860929,1.3337077480000001,1.230001201,1.183643347,1.24425459,1.197368695,1.1215135459999999,0.854855276,0.8265660256999999,0.9746573201000001,0.8233415854999999,0.6211801841000001,0.5885870134000001,0.4730517614,0.446109206,0.3798330636,0.4059781263,0.4129237786,0.3654467738,0.40138969830000004,0.38686802530000003,0.45090839169999997,0.3660153047,0.07429244798000001,"","","","","","","","","","","",""
Azerbaijan,Asia & the Pacific,https://cdn.countryflags.com/thumbs/azerbaijan/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Bahamas,Latin America & the Caribbean,https://cdn.countryflags.com/thumbs/bahamas/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Bahrain,Asia & the Pacific,https://cdn.countryflags.com/thumbs/bahrain/flag-button-round-250.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
